CaseID,Activity,CompleteTimestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber,CumTimeInterval
580,,,,,,,,,,,,
581,Request For Payment SUBMITTED by EMPLOYEE,2017-08-22 16:46:38+00:00,STAFF MEMBER,EMPLOYEE,project 148052,task 55559,organizational unit 65458,0.0,233.24559894649653,activity 505,request for payment number 151992,19466960.0
581,,,,,,,,,,,,
581,,,,,,,,,,,,
581,Request Payment,2017-08-29 10:24:35+00:00,SYSTEM,UNDEFINED,project 148052,task 55559,organizational unit 65458,0.0,233.24559894649653,activity 505,request for payment number 151992,20048837.0
581,,,,,,,,,,,,
582,Request For Payment SUBMITTED by EMPLOYEE,2017-08-23 08:20:41+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,78.66427572202461,UNKNOWN,request for payment number 152478,19523003.0
582,,,,,,,,,,,,
582,,,,,,,,,,,,
582,Request Payment,2017-08-31 13:06:03+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,78.66427572202461,UNKNOWN,request for payment number 152478,20231325.0
582,,,,,,,,,,,,
583,Request For Payment SUBMITTED by EMPLOYEE,2017-08-23 08:24:51+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,49.02266458039215,UNKNOWN,request for payment number 150730,19523253.0
583,,,,,,,,,,,,
583,,,,,,,,,,,,
583,Request Payment,2017-10-26 11:30:06+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,49.02266458039215,UNKNOWN,request for payment number 150730,25063968.0
583,,,,,,,,,,,,
584,Request For Payment SUBMITTED by EMPLOYEE,2017-08-23 09:20:09+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65457,0.0,122.7684664000774,UNKNOWN,request for payment number 150735,19526571.0
584,,,,,,,,,,,,
584,,,,,,,,,,,,
584,Request For Payment SUBMITTED by EMPLOYEE,2017-08-23 10:17:50+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65457,0.0,122.7684664000774,UNKNOWN,request for payment number 150735,19530032.0
584,,,,,,,,,,,,
584,,,,,,,,,,,,
584,Request Payment,2017-08-31 10:47:41+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65457,0.0,122.7684664000774,UNKNOWN,request for payment number 150735,20223023.0
584,,,,,,,,,,,,
585,Request For Payment SUBMITTED by EMPLOYEE,2017-08-23 15:38:17+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,698.2550515110192,UNKNOWN,request for payment number 152431,19549259.0
585,,,,,,,,,,,,
585,,,,,,,,,,,,
585,Payment Handled,2017-08-31 17:31:09+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,698.2550515110192,UNKNOWN,request for payment number 152431,20247231.0
586,Request For Payment SUBMITTED by EMPLOYEE,2017-08-24 07:52:00+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,73.74074872968473,UNKNOWN,request for payment number 150177,19607682.0
586,,,,,,,,,,,,
586,,,,,,,,,,,,
586,Payment Handled,2017-09-07 17:31:14+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,73.74074872968473,UNKNOWN,request for payment number 150177,20852036.0
587,Request For Payment SUBMITTED by EMPLOYEE,2017-08-24 13:23:28+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,315.2344829696984,UNKNOWN,request for payment number 152296,19627570.0
587,,,,,,,,,,,,
587,,,,,,,,,,,,
587,Payment Handled,2017-09-07 17:31:14+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,315.2344829696984,UNKNOWN,request for payment number 152296,20852036.0
588,Request For Payment SUBMITTED by EMPLOYEE,2017-08-24 15:21:01+00:00,STAFF MEMBER,EMPLOYEE,project 147546,task 150432,organizational unit 65463,0.0,7.848866856989956,activity 505,request for payment number 152160,19634623.0
588,,,,,,,,,,,,
588,,,,,,,,,,,,
588,Request For Payment SUBMITTED by EMPLOYEE,2017-08-28 10:44:06+00:00,STAFF MEMBER,EMPLOYEE,project 147546,task 150432,organizational unit 65463,0.0,7.848866856989956,activity 505,request for payment number 152160,19963608.0
588,,,,,,,,,,,,
588,,,,,,,,,,,,
588,Request Payment,2017-09-08 12:44:35+00:00,SYSTEM,UNDEFINED,project 147546,task 150432,organizational unit 65463,0.0,7.848866856989956,activity 505,request for payment number 152160,20921237.0
588,,,,,,,,,,,,
589,Request For Payment SUBMITTED by EMPLOYEE,2017-08-27 17:34:13+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,96.86781914449998,UNKNOWN,request for payment number 151326,19901815.0
589,,,,,,,,,,,,
589,,,,,,,,,,,,
589,Request For Payment SUBMITTED by EMPLOYEE,2017-09-12 15:24:25+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,96.86781914449998,UNKNOWN,request for payment number 151326,21276427.0
589,,,,,,,,,,,,
589,,,,,,,,,,,,
589,Payment Handled,2017-09-18 17:30:56+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,96.86781914449998,UNKNOWN,request for payment number 151326,21802418.0
590,Request For Payment SUBMITTED by EMPLOYEE,2017-08-28 10:01:15+00:00,STAFF MEMBER,EMPLOYEE,project 147690,task 150187,organizational unit 65458,0.0,1653.4936955132712,activity 505,request for payment number 152168,19961037.0
590,,,,,,,,,,,,
590,,,,,,,,,,,,
590,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147690,task 150187,organizational unit 65458,0.0,1653.4936955132712,activity 505,request for payment number 152168,21197631.0
591,Request For Payment SUBMITTED by EMPLOYEE,2017-08-28 10:37:23+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,27.91710151497693,UNKNOWN,request for payment number 152172,19963205.0
591,,,,,,,,,,,,
591,,,,,,,,,,,,
591,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,27.91710151497693,UNKNOWN,request for payment number 152172,21197631.0
592,Request For Payment SUBMITTED by EMPLOYEE,2017-08-28 16:08:50+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,664.9104762191536,UNKNOWN,UNKNOWN,19983092.0
592,,,,,,,,,,,,
592,,,,,,,,,,,,
593,Request For Payment SUBMITTED by EMPLOYEE,2017-08-28 16:11:43+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,342.4078886885778,UNKNOWN,request for payment number 152037,19983265.0
593,,,,,,,,,,,,
593,,,,,,,,,,,,
593,Payment Handled,2017-09-07 17:31:14+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,342.4078886885778,UNKNOWN,request for payment number 152037,20852036.0
594,Request For Payment SUBMITTED by EMPLOYEE,2017-08-29 09:58:40+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,12.636495202747604,UNKNOWN,UNKNOWN,20047282.0
594,,,,,,,,,,,,
594,,,,,,,,,,,,
595,Request For Payment SUBMITTED by EMPLOYEE,2017-08-29 10:04:28+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,89.47603903637554,UNKNOWN,request for payment number 152300,20047630.0
595,,,,,,,,,,,,
595,,,,,,,,,,,,
595,Payment Handled,2017-08-31 17:31:09+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,89.47603903637554,UNKNOWN,request for payment number 152300,20247231.0
596,Request For Payment SUBMITTED by EMPLOYEE,2017-08-29 13:07:10+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 79916,organizational unit 65463,0.0,355.3156699791819,activity 505,request for payment number 150103,20058592.0
596,,,,,,,,,,,,
596,,,,,,,,,,,,
596,Request Payment,2017-09-26 09:09:38+00:00,SYSTEM,UNDEFINED,project 503,task 79916,organizational unit 65463,0.0,355.3156699791819,activity 505,request for payment number 150103,22463540.0
596,,,,,,,,,,,,
597,Request For Payment SUBMITTED by EMPLOYEE,2017-08-29 14:33:02+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,114.67291703419396,UNKNOWN,request for payment number 150138,20063744.0
597,,,,,,,,,,,,
597,,,,,,,,,,,,
597,Payment Handled,2017-09-04 17:31:24+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,114.67291703419396,UNKNOWN,request for payment number 150138,20592846.0
598,Request For Payment SUBMITTED by EMPLOYEE,2017-08-29 19:39:10+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,171.64638021043126,UNKNOWN,request for payment number 152084,20082112.0
598,,,,,,,,,,,,
598,,,,,,,,,,,,
598,Request Payment,2017-09-05 14:51:18+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,171.64638021043126,UNKNOWN,request for payment number 152084,20669640.0
598,,,,,,,,,,,,
599,Request For Payment SUBMITTED by EMPLOYEE,2017-08-30 08:57:03+00:00,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65463,0.0,15.92327707917873,UNKNOWN,request for payment number 151164,20129985.0
599,,,,,,,,,,,,
599,,,,,,,,,,,,
599,Payment Handled,2017-09-04 17:31:24+00:00,SYSTEM,UNDEFINED,project 148052,UNKNOWN,organizational unit 65463,0.0,15.92327707917873,UNKNOWN,request for payment number 151164,20592846.0
600,Request For Payment SUBMITTED by EMPLOYEE,2017-08-30 10:59:02+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,787.9193781241115,UNKNOWN,UNKNOWN,20137304.0
600,,,,,,,,,,,,
600,,,,,,,,,,,,
600,Request For Payment SUBMITTED by EMPLOYEE,2017-08-30 12:15:51+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,787.9193781241115,UNKNOWN,UNKNOWN,20141913.0
600,,,,,,,,,,,,
600,,,,,,,,,,,,
600,Request For Payment REJECTED by MISSING,2017-08-31 15:32:30+00:00,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,787.9193781241115,UNKNOWN,UNKNOWN,20240112.0
601,Request For Payment SUBMITTED by EMPLOYEE,2017-08-30 11:24:38+00:00,STAFF MEMBER,EMPLOYEE,project 147690,task 151675,organizational unit 65463,0.0,38.25886345529779,activity 505,UNKNOWN,20138840.0
601,,,,,,,,,,,,
601,,,,,,,,,,,,
601,Request For Payment REJECTED by MISSING,2017-08-31 16:25:41+00:00,STAFF MEMBER,MISSING,project 147690,task 151675,organizational unit 65463,0.0,38.25886345529779,activity 505,UNKNOWN,20243303.0
602,Request For Payment SAVED by EMPLOYEE,2017-08-30 14:36:43+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,20.01650505576735,UNKNOWN,UNKNOWN,20150365.0
603,Request For Payment SUBMITTED by EMPLOYEE,2017-08-30 14:51:00+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,6.940051817918991,UNKNOWN,UNKNOWN,20151222.0
603,,,,,,,,,,,,
603,,,,,,,,,,,,
604,Request For Payment SUBMITTED by EMPLOYEE,2017-08-31 09:28:46+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,71.53523355573267,UNKNOWN,request for payment number 152370,20218288.0
604,,,,,,,,,,,,
604,,,,,,,,,,,,
604,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,71.53523355573267,UNKNOWN,request for payment number 152370,21197631.0
605,Request For Payment SUBMITTED by EMPLOYEE,2017-09-01 12:00:07+00:00,STAFF MEMBER,EMPLOYEE,project 148309,UNKNOWN,organizational unit 65458,0.0,15.802360902373891,UNKNOWN,request for payment number 150743,20313769.0
605,,,,,,,,,,,,
605,,,,,,,,,,,,
605,Payment Handled,2017-09-14 17:30:52+00:00,SYSTEM,UNDEFINED,project 148309,UNKNOWN,organizational unit 65458,0.0,15.802360902373891,UNKNOWN,request for payment number 150743,21456814.0
606,Request For Payment SUBMITTED by EMPLOYEE,2017-09-02 13:59:36+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65460,0.0,1193.1750594518885,UNKNOWN,request for payment number 150181,20407338.0
606,,,,,,,,,,,,
606,,,,,,,,,,,,
606,Request Payment,2017-09-11 08:33:48+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65460,0.0,1193.1750594518885,UNKNOWN,request for payment number 150181,21165390.0
606,,,,,,,,,,,,
607,Request For Payment SUBMITTED by EMPLOYEE,2017-09-04 09:04:03+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,27.68490003394053,UNKNOWN,request for payment number 152304,20562405.0
607,,,,,,,,,,,,
607,,,,,,,,,,,,
607,Request Payment,2017-09-08 12:49:52+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,27.68490003394053,UNKNOWN,request for payment number 152304,20921554.0
607,,,,,,,,,,,,
608,Request For Payment SUBMITTED by EMPLOYEE,2017-09-04 09:17:24+00:00,STAFF MEMBER,EMPLOYEE,project 147620,task 25409,organizational unit 65457,0.0,22.63199950430121,activity 505,request for payment number 152176,20563206.0
608,,,,,,,,,,,,
608,,,,,,,,,,,,
608,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 14:14:48+00:00,STAFF MEMBER,EMPLOYEE,project 147620,task 25409,organizational unit 65457,0.0,22.63199950430121,activity 505,request for payment number 152176,20667450.0
608,,,,,,,,,,,,
608,,,,,,,,,,,,
608,Request Payment,2017-09-11 12:03:16+00:00,SYSTEM,UNDEFINED,project 147620,task 25409,organizational unit 65457,0.0,22.63199950430121,activity 505,request for payment number 152176,21177958.0
608,,,,,,,,,,,,
609,Request For Payment SUBMITTED by EMPLOYEE,2017-09-04 10:51:46+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,25.238202026837094,UNKNOWN,UNKNOWN,20568868.0
609,,,,,,,,,,,,
609,,,,,,,,,,,,
610,Request For Payment SUBMITTED by EMPLOYEE,2017-09-04 17:38:11+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,20.223817548825448,UNKNOWN,request for payment number 151168,20593253.0
610,,,,,,,,,,,,
610,,,,,,,,,,,,
610,Payment Handled,2017-09-07 17:31:14+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,20.223817548825448,UNKNOWN,request for payment number 151168,20852036.0
611,Request For Payment SUBMITTED by EMPLOYEE,2017-09-04 17:40:51+00:00,STAFF MEMBER,EMPLOYEE,project 147531,task 52700,organizational unit 65457,0.0,16.195909368797906,activity 505,request for payment number 151588,20593413.0
611,,,,,,,,,,,,
611,,,,,,,,,,,,
611,Request Payment,2017-09-11 12:00:28+00:00,SYSTEM,UNDEFINED,project 147531,task 52700,organizational unit 65457,0.0,16.195909368797906,activity 505,request for payment number 151588,21177790.0
611,,,,,,,,,,,,
612,Request For Payment SUBMITTED by EMPLOYEE,2017-09-04 17:46:51+00:00,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65457,0.0,1997.986273950796,UNKNOWN,request for payment number 150566,20593773.0
612,,,,,,,,,,,,
612,,,,,,,,,,,,
612,Request Payment,2017-09-11 12:02:04+00:00,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65457,0.0,1997.986273950796,UNKNOWN,request for payment number 150566,21177886.0
612,,,,,,,,,,,,
613,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 00:08:49+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65460,0.0,183.61245912789695,UNKNOWN,request for payment number 151685,20616691.0
613,,,,,,,,,,,,
613,,,,,,,,,,,,
613,Payment Handled,2017-09-14 17:30:52+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65460,0.0,183.61245912789695,UNKNOWN,request for payment number 151685,21456814.0
614,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 09:06:49+00:00,STAFF MEMBER,EMPLOYEE,project 147556,task 152185,organizational unit 65463,0.0,79.65599421926687,activity 505,request for payment number 152184,20648971.0
614,,,,,,,,,,,,
614,,,,,,,,,,,,
614,Request Payment,2017-09-14 13:07:18+00:00,SYSTEM,UNDEFINED,project 147556,task 152185,organizational unit 65463,0.0,79.65599421926687,activity 505,request for payment number 152184,21441000.0
614,,,,,,,,,,,,
615,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 09:41:37+00:00,STAFF MEMBER,EMPLOYEE,project 147572,UNKNOWN,organizational unit 65458,0.0,57.108317506628254,UNKNOWN,request for payment number 151501,20651059.0
615,,,,,,,,,,,,
615,,,,,,,,,,,,
615,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65458,0.0,57.108317506628254,UNKNOWN,request for payment number 151501,21197631.0
616,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 10:49:26+00:00,STAFF MEMBER,EMPLOYEE,project 147649,UNKNOWN,organizational unit 65458,0.0,871.9068951547733,UNKNOWN,request for payment number 152190,20655128.0
616,,,,,,,,,,,,
616,,,,,,,,,,,,
616,Payment Handled,2017-09-07 17:31:14+00:00,SYSTEM,UNDEFINED,project 147649,UNKNOWN,organizational unit 65458,0.0,871.9068951547733,UNKNOWN,request for payment number 152190,20852036.0
617,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 13:45:57+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65463,0.0,50.110427256526194,UNKNOWN,request for payment number 150296,20665719.0
617,,,,,,,,,,,,
617,,,,,,,,,,,,
617,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65463,0.0,50.110427256526194,UNKNOWN,request for payment number 150296,21197631.0
618,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 13:54:19+00:00,STAFF MEMBER,EMPLOYEE,project 147551,task 68176,organizational unit 65463,0.0,192.08997115001705,activity 505,request for payment number 152309,20666221.0
618,,,,,,,,,,,,
618,,,,,,,,,,,,
618,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147551,task 68176,organizational unit 65463,0.0,192.08997115001705,activity 505,request for payment number 152309,21197631.0
619,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 14:05:14+00:00,STAFF MEMBER,EMPLOYEE,project 147860,task 17324,organizational unit 65463,0.0,694.5862000279602,activity 505,request for payment number 152313,20666876.0
619,,,,,,,,,,,,
619,,,,,,,,,,,,
619,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147860,task 17324,organizational unit 65463,0.0,694.5862000279602,activity 505,request for payment number 152313,21197631.0
620,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 14:37:05+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0.0,418.9788501170662,UNKNOWN,request for payment number 151172,20668787.0
620,,,,,,,,,,,,
620,,,,,,,,,,,,
620,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,418.9788501170662,UNKNOWN,request for payment number 151172,21197631.0
621,Request For Payment SUBMITTED by EMPLOYEE,2017-09-05 16:36:36+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,5.129923179900462,UNKNOWN,request for payment number 149941,20675958.0
621,,,,,,,,,,,,
621,,,,,,,,,,,,
621,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,5.129923179900462,UNKNOWN,request for payment number 149941,21197631.0
622,Request For Payment SUBMITTED by EMPLOYEE,2017-09-06 10:24:02+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 15842,organizational unit 65463,0.0,81.2193359622402,activity 505,request for payment number 150238,20740004.0
622,,,,,,,,,,,,
622,,,,,,,,,,,,
622,Request Payment,2017-09-14 13:21:08+00:00,SYSTEM,UNDEFINED,project 503,task 15842,organizational unit 65463,0.0,81.2193359622402,activity 505,request for payment number 150238,21441830.0
622,,,,,,,,,,,,
623,Request For Payment SUBMITTED by EMPLOYEE,2017-09-06 12:28:30+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,2251.0180331928664,UNKNOWN,request for payment number 150747,20747472.0
623,,,,,,,,,,,,
623,,,,,,,,,,,,
623,Request Payment,2017-09-07 14:01:06+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,2251.0180331928664,UNKNOWN,request for payment number 150747,20839428.0
623,,,,,,,,,,,,
624,Request For Payment SUBMITTED by EMPLOYEE,2017-09-06 15:23:39+00:00,STAFF MEMBER,EMPLOYEE,project 147546,task 150187,organizational unit 65458,0.0,67.94998096784998,activity 505,request for payment number 150186,20757981.0
624,,,,,,,,,,,,
624,,,,,,,,,,,,
624,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147546,task 150187,organizational unit 65458,0.0,67.94998096784998,activity 505,request for payment number 150186,21197631.0
625,Request For Payment SUBMITTED by EMPLOYEE,2017-09-06 15:47:27+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 147830,organizational unit 65463,0.0,258.37303348036465,activity 505,request for payment number 152435,20759409.0
625,,,,,,,,,,,,
625,,,,,,,,,,,,
625,Payment Handled,2017-09-14 17:30:52+00:00,SYSTEM,UNDEFINED,project 503,task 147830,organizational unit 65463,0.0,258.37303348036465,activity 505,request for payment number 152435,21456814.0
626,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 08:47:18+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 25409,organizational unit 65457,0.0,149.37119672838796,activity 505,request for payment number 150752,20820600.0
626,,,,,,,,,,,,
626,,,,,,,,,,,,
626,Request Payment,2017-09-14 12:37:40+00:00,SYSTEM,UNDEFINED,project 503,task 25409,organizational unit 65457,0.0,149.37119672838796,activity 505,request for payment number 150752,21439222.0
626,,,,,,,,,,,,
627,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 09:13:03+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,63.69310831671492,UNKNOWN,request for payment number 152097,20822145.0
627,,,,,,,,,,,,
627,,,,,,,,,,,,
627,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,63.69310831671492,UNKNOWN,request for payment number 152097,21197631.0
628,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 09:34:03+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,32.7375144007047,UNKNOWN,request for payment number 150300,20823405.0
628,,,,,,,,,,,,
628,,,,,,,,,,,,
628,Request Payment,2017-09-12 14:17:00+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,32.7375144007047,UNKNOWN,request for payment number 150300,21272382.0
628,,,,,,,,,,,,
629,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 09:42:51+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,27.970963625337177,UNKNOWN,UNKNOWN,20823933.0
629,,,,,,,,,,,,
629,,,,,,,,,,,,
630,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 10:25:41+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,72.72309673223847,UNKNOWN,request for payment number 151101,20826503.0
630,,,,,,,,,,,,
630,,,,,,,,,,,,
630,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,72.72309673223847,UNKNOWN,request for payment number 151101,21197631.0
631,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 11:17:36+00:00,STAFF MEMBER,EMPLOYEE,project 148216,task 147830,organizational unit 65463,0.0,125.98354525075632,activity 505,request for payment number 150142,20829618.0
631,,,,,,,,,,,,
631,,,,,,,,,,,,
631,Payment Handled,2017-09-14 17:30:52+00:00,SYSTEM,UNDEFINED,project 148216,task 147830,organizational unit 65463,0.0,125.98354525075632,activity 505,request for payment number 150142,21456814.0
632,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 12:17:55+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,87.45576855032552,UNKNOWN,request for payment number 151386,20833237.0
632,,,,,,,,,,,,
632,,,,,,,,,,,,
632,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,87.45576855032552,UNKNOWN,request for payment number 151386,21197631.0
633,Request For Payment SUBMITTED by EMPLOYEE,2017-09-07 15:41:16+00:00,STAFF MEMBER,EMPLOYEE,UNKNOWN,UNKNOWN,organizational unit 65458,0.0,148.9444752012415,UNKNOWN,UNKNOWN,20845438.0
633,,,,,,,,,,,,
633,,,,,,,,,,,,
634,Request For Payment SUBMITTED by EMPLOYEE,2017-09-08 10:57:55+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,50.48398031390251,UNKNOWN,request for payment number 150834,20914837.0
634,,,,,,,,,,,,
634,,,,,,,,,,,,
634,Payment Handled,2017-09-11 17:31:09+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,50.48398031390251,UNKNOWN,request for payment number 150834,21197631.0
635,Request For Payment SUBMITTED by EMPLOYEE,2017-09-08 17:50:05+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 72008,organizational unit 65463,0.0,134.03849804073417,activity 505,request for payment number 152374,20939567.0
635,,,,,,,,,,,,
635,,,,,,,,,,,,
635,Request Payment,2017-09-12 09:09:35+00:00,SYSTEM,UNDEFINED,project 503,task 72008,organizational unit 65463,0.0,134.03849804073417,activity 505,request for payment number 152374,21253937.0
635,,,,,,,,,,,,
636,Request For Payment SUBMITTED by EMPLOYEE,2017-09-08 18:00:40+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,96.86781914449998,UNKNOWN,request for payment number 151358,20940202.0
636,,,,,,,,,,,,
636,,,,,,,,,,,,
636,Payment Handled,2017-09-14 17:30:52+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,96.86781914449998,UNKNOWN,request for payment number 151358,21456814.0
637,Request For Payment SUBMITTED by EMPLOYEE,2017-09-08 19:10:28+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,24.727289828698098,UNKNOWN,request for payment number 151705,20944390.0
637,,,,,,,,,,,,
637,,,,,,,,,,,,
