CaseID,Activity,CompleteTimestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber,CumTimeInterval
1923,,,,,,,,,,,,
1924,,,,,,,,,,,,
1924,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 09:59:32+00:00,STAFF MEMBER,ADMINISTRATION,project 147572,UNKNOWN,organizational unit 65454,0.0,7.174801807889674,UNKNOWN,request for payment number 159885,35340134.0
1924,,,,,,,,,,,,
1924,Request Payment,2018-02-28 10:18:21+00:00,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65454,0.0,7.174801807889674,UNKNOWN,request for payment number 159885,35859663.0
1924,,,,,,,,,,,,
1925,,,,,,,,,,,,
1925,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 10:15:22+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65468,0.0,127.88945950894208,UNKNOWN,request for payment number 159851,35341084.0
1925,,,,,,,,,,,,
1925,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 08:16:51+00:00,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65468,0.0,127.88945950894208,UNKNOWN,request for payment number 159851,35765973.0
1925,,,,,,,,,,,,
1925,Payment Handled,2018-03-05 17:30:58+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65468,0.0,127.88945950894208,UNKNOWN,request for payment number 159851,36317620.0
1926,,,,,,,,,,,,
1926,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 10:24:28+00:00,STAFF MEMBER,ADMINISTRATION,project 151278,UNKNOWN,organizational unit 65454,0.0,338.24142273203483,UNKNOWN,request for payment number 159857,35341630.0
1926,,,,,,,,,,,,
1926,Request Payment,2018-02-28 14:03:08+00:00,SYSTEM,UNDEFINED,project 151278,UNKNOWN,organizational unit 65454,0.0,338.24142273203483,UNKNOWN,request for payment number 159857,35873150.0
1926,,,,,,,,,,,,
1927,,,,,,,,,,,,
1927,Request For Payment REJECTED by ADMINISTRATION,2018-02-22 10:27:19+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,35341801.0
1927,,,,,,,,,,,,
1927,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 15:08:48+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,35358690.0
1927,,,,,,,,,,,,
1927,Request For Payment SUBMITTED by EMPLOYEE,2018-02-22 16:33:44+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,35363786.0
1927,Request For Payment FOR_APPROVAL by ADMINISTRATION,2018-04-13 10:46:23+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,39662945.0
1927,Request For Payment SUBMITTED by EMPLOYEE,2018-04-13 10:47:34+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,39663016.0
1927,Request For Payment APPROVED by ADMINISTRATION,2018-04-13 10:48:01+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,39663043.0
1927,Request For Payment APPROVED by BUDGET OWNER,2018-04-16 13:47:26+00:00,STAFF MEMBER,BUDGET OWNER,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,39933008.0
1927,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-22 12:39:26+00:00,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,40447328.0
1927,Request Payment,2018-04-26 11:32:28+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,40788910.0
1927,Payment Handled,2018-04-30 17:31:12+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65454,0.0,401.4351193717545,UNKNOWN,request for payment number 159580,41156034.0
1928,,,,,,,,,,,,
1928,Request For Payment REJECTED by ADMINISTRATION,2018-02-22 10:37:48+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65477,0.0,26.2277262701973,UNKNOWN,request for payment number 156409,35342430.0
1928,,,,,,,,,,,,
1928,Request For Payment SUBMITTED by EMPLOYEE,2018-02-28 10:25:51+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65477,0.0,26.2277262701973,UNKNOWN,request for payment number 156409,35860113.0
1928,,,,,,,,,,,,
1928,Request For Payment APPROVED by BUDGET OWNER,2018-02-28 10:45:00+00:00,STAFF MEMBER,BUDGET OWNER,project 147546,UNKNOWN,organizational unit 65477,0.0,26.2277262701973,UNKNOWN,request for payment number 156409,35861262.0
1928,,,,,,,,,,,,
1928,Request Payment,2018-03-06 14:37:27+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65477,0.0,26.2277262701973,UNKNOWN,request for payment number 156409,36393609.0
1928,,,,,,,,,,,,
1929,,,,,,,,,,,,
1929,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 11:29:45+00:00,STAFF MEMBER,ADMINISTRATION,project 147860,task 57248,organizational unit 65468,0.0,137.65259853889737,activity 505,request for payment number 157614,35345547.0
1929,,,,,,,,,,,,
1929,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-02 05:15:23+00:00,STAFF MEMBER,SUPERVISOR,project 147860,task 57248,organizational unit 65468,0.0,137.65259853889737,activity 505,request for payment number 157614,36014285.0
1929,,,,,,,,,,,,
1929,Payment Handled,2018-03-08 17:31:00+00:00,SYSTEM,UNDEFINED,project 147860,task 57248,organizational unit 65468,0.0,137.65259853889737,activity 505,request for payment number 157614,36576822.0
1930,,,,,,,,,,,,
1930,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 11:44:04+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65479,0.0,11.705353059326535,UNKNOWN,request for payment number 160130,35346406.0
1930,,,,,,,,,,,,
1930,Request Payment,2018-03-01 11:03:57+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65479,0.0,11.705353059326535,UNKNOWN,request for payment number 160130,35948799.0
1930,,,,,,,,,,,,
1931,,,,,,,,,,,,
1931,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 11:59:36+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65469,0.0,61.83666882554596,UNKNOWN,request for payment number 153548,35347338.0
1931,,,,,,,,,,,,
1931,Request Payment,2018-02-28 18:06:33+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65469,0.0,61.83666882554596,UNKNOWN,request for payment number 153548,35887755.0
1931,,,,,,,,,,,,
1932,,,,,,,,,,,,
1932,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 14:34:27+00:00,STAFF MEMBER,ADMINISTRATION,project 147582,UNKNOWN,organizational unit 65468,0.0,85.36301982971473,UNKNOWN,request for payment number 159593,35356629.0
1932,,,,,,,,,,,,
1932,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-23 11:16:59+00:00,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65468,0.0,85.36301982971473,UNKNOWN,request for payment number 159593,35431181.0
1932,,,,,,,,,,,,
1932,Payment Handled,2018-03-08 17:31:00+00:00,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65468,0.0,85.36301982971473,UNKNOWN,request for payment number 159593,36576822.0
1933,,,,,,,,,,,,
1933,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 14:39:18+00:00,STAFF MEMBER,ADMINISTRATION,project 147582,task 31857,organizational unit 65457,0.0,237.0838386743717,UNKNOWN,request for payment number 159599,35356920.0
1933,,,,,,,,,,,,
1933,Request For Payment REJECTED by EMPLOYEE,2018-02-22 17:25:35+00:00,STAFF MEMBER,EMPLOYEE,project 147582,task 31857,organizational unit 65457,0.0,237.0838386743717,UNKNOWN,request for payment number 159599,35366897.0
1933,,,,,,,,,,,,
1933,Request For Payment APPROVED by ADMINISTRATION,2018-02-26 10:22:25+00:00,STAFF MEMBER,ADMINISTRATION,project 147582,task 31857,organizational unit 65457,0.0,237.0838386743717,UNKNOWN,request for payment number 159599,35687107.0
1933,,,,,,,,,,,,
1933,Request Payment,2018-03-06 13:12:43+00:00,SYSTEM,UNDEFINED,project 147582,task 31857,organizational unit 65457,0.0,237.0838386743717,UNKNOWN,request for payment number 159599,36388525.0
1933,,,,,,,,,,,,
1934,,,,,,,,,,,,
1934,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 14:41:08+00:00,STAFF MEMBER,ADMINISTRATION,project 147531,task 159891,organizational unit 65469,0.0,39.74646156178632,activity 505,request for payment number 159890,35357030.0
1934,,,,,,,,,,,,
1934,Request Payment,2018-02-23 12:27:32+00:00,SYSTEM,UNDEFINED,project 147531,task 159891,organizational unit 65469,0.0,39.74646156178632,activity 505,request for payment number 159890,35435414.0
1934,,,,,,,,,,,,
1935,,,,,,,,,,,,
1935,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 17:23:21+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65454,0.0,327.6238139400571,UNKNOWN,request for payment number 159896,35366763.0
1935,,,,,,,,,,,,
1935,Request Payment,2018-02-27 10:31:35+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65454,0.0,327.6238139400571,UNKNOWN,request for payment number 159896,35774057.0
1935,,,,,,,,,,,,
1936,,,,,,,,,,,,
1936,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 15:56:05+00:00,STAFF MEMBER,ADMINISTRATION,project 147572,UNKNOWN,organizational unit 65461,0.0,30.9480067274702,UNKNOWN,request for payment number 160135,35361527.0
1936,,,,,,,,,,,,
1936,Request Payment,2018-02-27 17:54:51+00:00,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65461,0.0,30.9480067274702,UNKNOWN,request for payment number 160135,35800653.0
1936,,,,,,,,,,,,
1937,,,,,,,,,,,,
1937,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 16:12:16+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65486,0.0,877.9690102600642,UNKNOWN,request for payment number 153338,35362498.0
1937,,,,,,,,,,,,
1937,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 10:29:33+00:00,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65486,0.0,877.9690102600642,UNKNOWN,request for payment number 153338,35773935.0
1937,,,,,,,,,,,,
1937,Payment Handled,2018-03-01 17:31:26+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65486,0.0,877.9690102600642,UNKNOWN,request for payment number 153338,35972048.0
1938,,,,,,,,,,,,
1938,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 16:18:25+00:00,STAFF MEMBER,ADMINISTRATION,project 153345,UNKNOWN,organizational unit 65461,0.0,113.07989599684105,UNKNOWN,request for payment number 153344,35362867.0
1938,,,,,,,,,,,,
1938,Request Payment,2018-03-06 09:43:22+00:00,SYSTEM,UNDEFINED,project 153345,UNKNOWN,organizational unit 65461,0.0,113.07989599684105,UNKNOWN,request for payment number 153344,36375964.0
1938,,,,,,,,,,,,
1939,,,,,,,,,,,,
1939,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 18:27:46+00:00,STAFF MEMBER,ADMINISTRATION,project 503,task 31857,organizational unit 65457,0.0,92.3392428345006,activity 505,request for payment number 159901,35370628.0
1939,,,,,,,,,,,,
1939,Request Payment,2018-02-26 21:54:23+00:00,SYSTEM,UNDEFINED,project 503,task 31857,organizational unit 65457,0.0,92.3392428345006,activity 505,request for payment number 159901,35728625.0
1939,,,,,,,,,,,,
1940,,,,,,,,,,,,
1940,Request For Payment APPROVED by ADMINISTRATION,2018-02-22 18:30:52+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,task 153306,organizational unit 65456,0.0,19.104670931275983,activity 505,request for payment number 153553,35370814.0
1940,,,,,,,,,,,,
1940,Request Payment,2018-02-26 21:54:13+00:00,SYSTEM,UNDEFINED,project 147843,task 153306,organizational unit 65456,0.0,19.104670931275983,activity 505,request for payment number 153553,35728615.0
1940,,,,,,,,,,,,
1941,,,,,,,,,,,,
1941,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 09:47:55+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65463,0.0,370.2152549834764,UNKNOWN,request for payment number 160140,35425837.0
1941,,,,,,,,,,,,
1941,Request Payment,2018-03-13 08:08:40+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,370.2152549834764,UNKNOWN,request for payment number 160140,36975082.0
1941,,,,,,,,,,,,
1942,,,,,,,,,,,,
1942,Request For Payment REJECTED by ADMINISTRATION,2018-02-26 08:53:23+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65474,0.0,268.9252174694069,UNKNOWN,request for payment number 156265,35681765.0
1942,,,,,,,,,,,,
1942,Request For Payment SUBMITTED by EMPLOYEE,2018-02-28 15:37:09+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65474,0.0,268.9252174694069,UNKNOWN,request for payment number 156265,35878791.0
1942,,,,,,,,,,,,
1942,Request For Payment APPROVED by BUDGET OWNER,2018-02-28 16:32:21+00:00,STAFF MEMBER,BUDGET OWNER,project 147556,UNKNOWN,organizational unit 65474,0.0,268.9252174694069,UNKNOWN,request for payment number 156265,35882103.0
1942,,,,,,,,,,,,
1942,Request Payment,2018-03-02 12:13:54+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65474,0.0,268.9252174694069,UNKNOWN,request for payment number 156265,36039396.0
1942,,,,,,,,,,,,
1943,,,,,,,,,,,,
1943,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 10:38:56+00:00,STAFF MEMBER,ADMINISTRATION,project 147551,UNKNOWN,organizational unit 65458,0.0,929.3582034490788,UNKNOWN,request for payment number 153558,35428898.0
1943,,,,,,,,,,,,
1943,Request Payment,2018-02-23 15:55:27+00:00,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,929.3582034490788,UNKNOWN,request for payment number 153558,35447889.0
1943,,,,,,,,,,,,
1944,,,,,,,,,,,,
1944,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 10:48:45+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65469,0.0,1684.0934695366643,UNKNOWN,UNKNOWN,35429487.0
1944,,,,,,,,,,,,
1945,,,,,,,,,,,,
1945,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 11:16:23+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65456,0.0,16.08542102288233,UNKNOWN,request for payment number 156418,35431145.0
1945,,,,,,,,,,,,
1945,Request Payment,2018-02-28 11:09:19+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65456,0.0,16.08542102288233,UNKNOWN,request for payment number 156418,35862721.0
1945,,,,,,,,,,,,
1946,,,,,,,,,,,,
1946,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 11:28:48+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,UNKNOWN,organizational unit 65462,0.0,81.36066301300502,UNKNOWN,request for payment number 153563,35431890.0
1946,,,,,,,,,,,,
1946,Request For Payment REJECTED by EMPLOYEE,2018-02-27 08:20:00+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65462,0.0,81.36066301300502,UNKNOWN,request for payment number 153563,35766162.0
1946,,,,,,,,,,,,
1946,Request For Payment APPROVED by ADMINISTRATION,2018-02-27 18:18:47+00:00,STAFF MEMBER,ADMINISTRATION,project 147843,UNKNOWN,organizational unit 65462,0.0,81.36066301300502,UNKNOWN,request for payment number 153563,35802089.0
1946,,,,,,,,,,,,
1946,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-28 15:52:41+00:00,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65462,0.0,81.36066301300502,UNKNOWN,request for payment number 153563,38298923.0
1946,,,,,,,,,,,,
1946,Payment Handled,2018-04-05 17:30:53+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65462,0.0,81.36066301300502,UNKNOWN,request for payment number 153563,38996015.0
1947,,,,,,,,,,,,
1947,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 11:29:32+00:00,STAFF MEMBER,ADMINISTRATION,project 147572,UNKNOWN,organizational unit 65476,0.0,89.11737776065995,UNKNOWN,request for payment number 159906,35431934.0
1947,,,,,,,,,,,,
1947,Request For Payment SUBMITTED by EMPLOYEE,2018-02-27 14:39:16+00:00,STAFF MEMBER,EMPLOYEE,project 147572,UNKNOWN,organizational unit 65476,0.0,89.11737776065995,UNKNOWN,request for payment number 159906,35788918.0
1947,,,,,,,,,,,,
1947,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 14:43:25+00:00,STAFF MEMBER,SUPERVISOR,project 147572,UNKNOWN,organizational unit 65476,0.0,89.11737776065995,UNKNOWN,request for payment number 159906,35789167.0
1947,,,,,,,,,,,,
1947,Payment Handled,2018-03-05 17:30:58+00:00,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65476,0.0,89.11737776065995,UNKNOWN,request for payment number 159906,36317620.0
1948,,,,,,,,,,,,
1948,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 11:46:16+00:00,STAFF MEMBER,ADMINISTRATION,project 152803,task 14763,organizational unit 65461,0.0,57.38486578884089,activity 505,request for payment number 156423,35432938.0
1948,,,,,,,,,,,,
1948,Request Payment,2018-03-01 08:51:16+00:00,SYSTEM,UNDEFINED,project 152803,task 14763,organizational unit 65461,0.0,57.38486578884089,activity 505,request for payment number 156423,35940838.0
1948,,,,,,,,,,,,
1949,,,,,,,,,,,,
1949,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 12:13:26+00:00,STAFF MEMBER,ADMINISTRATION,project 147620,UNKNOWN,organizational unit 65488,0.0,181.40397917333567,UNKNOWN,request for payment number 160145,35434568.0
1949,,,,,,,,,,,,
1949,Request Payment,2018-02-27 13:55:43+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65488,0.0,181.40397917333567,UNKNOWN,request for payment number 160145,35786305.0
1949,,,,,,,,,,,,
1950,,,,,,,,,,,,
1950,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 12:58:34+00:00,STAFF MEMBER,ADMINISTRATION,project 147582,UNKNOWN,organizational unit 65456,0.0,110.43335576209893,UNKNOWN,request for payment number 153659,35437276.0
1950,,,,,,,,,,,,
1950,Request Payment,2018-02-28 11:09:17+00:00,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65456,0.0,110.43335576209893,UNKNOWN,request for payment number 153659,35862719.0
1950,,,,,,,,,,,,
1951,,,,,,,,,,,,
1951,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 12:58:11+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65463,0.0,30.449647284708767,UNKNOWN,UNKNOWN,35437253.0
1951,,,,,,,,,,,,
1952,,,,,,,,,,,,
1952,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 13:38:52+00:00,STAFF MEMBER,ADMINISTRATION,project 151278,task 52700,organizational unit 65457,0.0,336.0840205372217,activity 505,request for payment number 153573,35439694.0
1952,,,,,,,,,,,,
1952,Request For Payment SUBMITTED by EMPLOYEE,2018-02-26 14:06:57+00:00,STAFF MEMBER,EMPLOYEE,project 151278,task 52700,organizational unit 65457,0.0,336.0840205372217,activity 505,request for payment number 153573,35700579.0
1952,,,,,,,,,,,,
1952,Request For Payment APPROVED by BUDGET OWNER,2018-02-27 10:10:41+00:00,STAFF MEMBER,BUDGET OWNER,project 151278,task 52700,organizational unit 65457,0.0,336.0840205372217,activity 505,request for payment number 153573,35772803.0
1952,,,,,,,,,,,,
1952,Request Payment,2018-03-01 17:08:35+00:00,SYSTEM,UNDEFINED,project 151278,task 52700,organizational unit 65457,0.0,336.0840205372217,activity 505,request for payment number 153573,35970677.0
1952,,,,,,,,,,,,
1953,,,,,,,,,,,,
1953,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 13:40:58+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,UNKNOWN,organizational unit 65463,0.0,11.399740004448216,UNKNOWN,request for payment number 156428,35439820.0
1953,,,,,,,,,,,,
1953,Request Payment,2018-03-05 14:37:49+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,11.399740004448216,UNKNOWN,request for payment number 156428,36307231.0
1953,,,,,,,,,,,,
1954,,,,,,,,,,,,
1954,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 14:32:45+00:00,STAFF MEMBER,ADMINISTRATION,project 152786,UNKNOWN,organizational unit 65454,0.0,130.08842527020943,UNKNOWN,request for payment number 155734,35442927.0
1954,,,,,,,,,,,,
1954,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-05 05:15:25+00:00,STAFF MEMBER,SUPERVISOR,project 152786,UNKNOWN,organizational unit 65454,0.0,130.08842527020943,UNKNOWN,request for payment number 155734,36273487.0
1954,,,,,,,,,,,,
1954,Payment Handled,2018-03-08 17:31:00+00:00,SYSTEM,UNDEFINED,project 152786,UNKNOWN,organizational unit 65454,0.0,130.08842527020943,UNKNOWN,request for payment number 155734,36576822.0
1955,,,,,,,,,,,,
1955,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 15:25:16+00:00,STAFF MEMBER,ADMINISTRATION,UNKNOWN,UNKNOWN,organizational unit 65463,0.0,62.75795918651095,UNKNOWN,UNKNOWN,35446078.0
1955,,,,,,,,,,,,
1956,,,,,,,,,,,,
1956,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 15:32:00+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65463,0.0,269.85922450199706,UNKNOWN,request for payment number 155740,35446482.0
1956,,,,,,,,,,,,
1956,Request Payment,2018-03-13 08:08:38+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,269.85922450199706,UNKNOWN,request for payment number 155740,36975080.0
1956,,,,,,,,,,,,
1957,,,,,,,,,,,,
1957,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 16:17:14+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65469,0.0,87.22285941497674,UNKNOWN,request for payment number 159608,35449196.0
1957,,,,,,,,,,,,
1957,Request Payment,2018-02-28 18:08:20+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65469,0.0,87.22285941497674,UNKNOWN,request for payment number 159608,35887862.0
1957,,,,,,,,,,,,
1958,,,,,,,,,,,,
1958,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 16:20:05+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,task 153583,organizational unit 65469,0.0,15.752849381208367,activity 505,request for payment number 153582,35449367.0
1958,,,,,,,,,,,,
1958,Request Payment,2018-02-28 18:08:18+00:00,SYSTEM,UNDEFINED,project 147546,task 153583,organizational unit 65469,0.0,15.752849381208367,activity 505,request for payment number 153582,35887860.0
1958,,,,,,,,,,,,
1959,,,,,,,,,,,,
1959,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 16:49:55+00:00,STAFF MEMBER,ADMINISTRATION,project 147531,UNKNOWN,organizational unit 65463,0.0,93.48720086414107,UNKNOWN,request for payment number 159914,35451157.0
1959,,,,,,,,,,,,
1959,Request Payment,2018-03-07 08:42:19+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65463,0.0,93.48720086414107,UNKNOWN,request for payment number 159914,36458701.0
1959,,,,,,,,,,,,
1960,,,,,,,,,,,,
1960,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 18:10:07+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65465,0.0,722.1517413806773,UNKNOWN,request for payment number 159919,35455969.0
1960,,,,,,,,,,,,
1960,Request Payment,2018-02-27 19:02:07+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65465,0.0,722.1517413806773,UNKNOWN,request for payment number 159919,35804689.0
1960,,,,,,,,,,,,
1961,,,,,,,,,,,,
1961,Request For Payment APPROVED by ADMINISTRATION,2018-02-23 19:56:18+00:00,STAFF MEMBER,ADMINISTRATION,project 503,UNKNOWN,organizational unit 65482,0.0,315.2344829696984,UNKNOWN,request for payment number 153354,35462340.0
1961,,,,,,,,,,,,
1961,Request Payment,2018-02-27 08:31:03+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65482,0.0,315.2344829696984,UNKNOWN,request for payment number 153354,35766825.0
1961,,,,,,,,,,,,
1962,,,,,,,,,,,,
1962,Request For Payment APPROVED by ADMINISTRATION,2018-02-24 09:55:38+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,task 156279,organizational unit 65465,0.0,234.0010708623547,activity 505,request for payment number 156278,35512700.0
1962,,,,,,,,,,,,
1962,Request Payment,2018-03-06 12:07:57+00:00,SYSTEM,UNDEFINED,project 147546,task 156279,organizational unit 65465,0.0,234.0010708623547,activity 505,request for payment number 156278,36384639.0
1962,,,,,,,,,,,,
1963,,,,,,,,,,,,
1963,Request For Payment APPROVED by ADMINISTRATION,2018-02-24 14:51:00+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65486,0.0,287.05173855603607,UNKNOWN,request for payment number 153359,35530422.0
1963,,,,,,,,,,,,
1963,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 10:29:19+00:00,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65486,0.0,287.05173855603607,UNKNOWN,request for payment number 153359,35773921.0
1963,,,,,,,,,,,,
1963,Payment Handled,2018-03-01 17:31:26+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65486,0.0,287.05173855603607,UNKNOWN,request for payment number 153359,35972048.0
1964,,,,,,,,,,,,
1964,Request For Payment APPROVED by ADMINISTRATION,2018-02-24 14:54:47+00:00,STAFF MEMBER,ADMINISTRATION,project 147556,task 726,organizational unit 65461,0.0,125.36307434822426,activity 505,request for payment number 159924,35530649.0
1964,,,,,,,,,,,,
1964,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 07:41:10+00:00,STAFF MEMBER,SUPERVISOR,project 147556,task 726,organizational unit 65461,0.0,125.36307434822426,activity 505,request for payment number 159924,35763832.0
1964,,,,,,,,,,,,
1964,Payment Handled,2018-03-01 17:31:26+00:00,SYSTEM,UNDEFINED,project 147556,task 726,organizational unit 65461,0.0,125.36307434822426,activity 505,request for payment number 159924,35972048.0
1965,,,,,,,,,,,,
1965,Request For Payment APPROVED by ADMINISTRATION,2018-02-24 17:15:06+00:00,STAFF MEMBER,ADMINISTRATION,project 147546,UNKNOWN,organizational unit 65469,0.0,79.21539816861429,UNKNOWN,request for payment number 156433,35539068.0
