CaseID,Activity,time:timestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource
4386,NoteHotline,18.944470181191164,0,AB40,L
4386,InDelivery,18.944661194329775,0,AB40,L
4386,Completed,18.944814368155964,0,AB40,L
4387,Creation,18.809960540382324,1,AB41,J
4387,Letter,18.81367657946909,1,AB41,J
4387,NoteHotline,18.817552024007945,1,AB41,J
4387,DeviceReceived,18.817967258353764,1,AB41,J
4387,InDelivery,18.820650929253368,1,AB41,J
4387,Completed,18.82101282726731,1,AB41,J
4387,NoteWorkshop,18.821013296335437,1,AB41,J
4388,Creation,18.937836607406616,0,AB59,
4388,Letter,18.944661194329775,0,AB59,
4388,DeviceReceived,18.94498783498244,0,AB59,
4388,NoteHotline,18.951591072873896,0,AB59,
4388,StockEntry,18.9604180985184,0,AB59,
4388,InDelivery,18.9604180985184,0,AB59,
4388,NoteWorkshop,18.960619231709266,0,AB59,
4388,Completed,18.96063652859175,0,AB59,
4389,Creation,18.93764232417531,1,AB52,L
4389,Letter,18.940045933613412,1,AB52,L
4389,DeviceReceived,18.94033128929838,1,AB52,L
4389,NoteWorkshop,18.940363540896293,1,AB52,L
4389,Transmission,18.94039497078156,1,AB52,L
4389,Approved,18.94075574603099,1,AB52,L
4389,InDelivery,18.942612596600558,1,AB52,L
4389,Completed,18.942864143299925,1,AB52,L
4389,NoteHotline,18.94386303665989,1,AB52,L
4390,Creation,18.93764232417531,0,AB61,E
4390,Letter,18.9405597935021,0,AB61,E
4390,DeviceReceived,18.940821171914756,0,AB61,E
4390,NoteHotline,18.946472878655776,0,AB61,E
4390,NoteWorkshop,18.95771717166304,0,AB61,E
4390,StockEntry,18.95838053265061,0,AB61,E
4390,InDelivery,18.95838053265061,0,AB61,E
4390,Completed,18.958710751948047,0,AB61,E
4391,Letter,18.937472665911663,0,AB20,E
4391,Creation,18.93766247991598,0,AB20,E
4391,DeviceReceived,18.939248672576287,0,AB20,E
4391,NoteWorkshop,18.944378054974344,0,AB20,E
4391,Transmission,18.944380015573067,0,AB20,E
4391,NoteHotline,18.94442705694335,0,AB20,E
4391,Approved,18.944427074712273,0,AB20,E
4391,StockEntry,18.944661194329775,0,AB20,E
4391,InDelivery,18.944661194329775,0,AB20,E
4391,Completed,18.9448245931197,0,AB20,E
4392,Creation,18.937701925552435,1,AB60,L
4392,Letter,18.9405597935021,1,AB60,L
4392,DeviceReceived,18.94085806794281,1,AB60,L
4392,InDelivery,18.942612596600558,1,AB60,L
4392,Completed,18.942793677683834,1,AB60,L
4393,Creation,18.93783235043065,0,AB52,E
4393,Letter,18.939531809536973,0,AB52,E
4393,DeviceReceived,18.939831711668436,0,AB52,E
4393,StockEntry,18.944661194329775,0,AB52,E
4393,InDelivery,18.944661194329775,0,AB52,E
4393,NoteWorkshop,18.944853189307448,0,AB52,E
4393,Completed,18.944879594170803,0,AB52,E
4394,Creation,18.939212014816267,0,AB52,L
4394,Letter,18.94414943820868,0,AB52,L
4394,DeviceReceived,18.944377806197192,0,AB52,L
4394,Transmission,18.94638146287937,0,AB52,L
4394,InDelivery,18.94823617284615,0,AB52,L
4394,Approved,18.94850785194446,0,AB52,L
4394,NoteHotline,18.9485079227307,0,AB52,L
4394,Completed,18.948534473115295,0,AB52,L
4395,Creation,18.939212735243206,1,AB57,E
4395,Letter,18.939531809536973,1,AB57,E
4395,DeviceReceived,18.939841952005366,1,AB57,E
4395,InDelivery,18.940045933613412,1,AB57,E
4395,NoteWorkshop,18.940243331055633,1,AB57,E
4395,NoteHotline,18.94026560534312,1,AB57,E
4395,Completed,18.940267121998858,1,AB57,E
4396,Creation,18.939220249086627,1,AB53,L
4396,DeviceReceived,18.94178331057455,1,AB53,L
4396,Letter,18.942612596600558,1,AB53,L
4396,Transmission,18.943852481835094,1,AB53,L
4396,InDelivery,18.94414943820868,1,AB53,L
4396,Approved,18.944328025828476,1,AB53,L
4396,NoteHotline,18.944328073216965,1,AB53,L
4396,Completed,18.944332989760387,1,AB53,L
4397,Creation,18.80997153687184,0,AB33,L
4397,DeviceReceived,18.811647097928798,0,AB33,L
4397,Letter,18.814842354223067,0,AB33,L
4397,Transmission,18.815127161981493,0,AB33,L
4397,Approved,18.81523466092894,0,AB33,L
4397,NoteHotline,18.815234930521154,0,AB33,L
4397,InDelivery,18.817169834543268,0,AB33,L
4397,Completed,18.817402822925263,0,AB33,L
4398,Creation,18.93922288665853,0,AB52,L
4398,DeviceReceived,18.940259937193662,0,AB52,L
4398,InDelivery,18.943125139612743,0,AB52,L
4398,Completed,18.943297156364824,0,AB52,L
4399,Creation,18.939230930316793,0,AB52,E
4399,DeviceReceived,18.9519844903456,0,AB52,E
4399,NoteHotline,18.957224224322527,0,AB52,E
4399,StatusRequest,18.96166868877665,0,AB52,E
4399,Letter,18.962430579111988,0,AB52,E
4399,StockEntry,18.962430579111988,0,AB52,E
4399,InDelivery,18.962430579111988,0,AB52,E
4399,NoteWorkshop,18.96273719077119,0,AB52,E
4399,Completed,18.962754770906198,0,AB52,E
4400,Creation,18.939258365194487,1,AB34,E
4400,Letter,18.941073389474415,1,AB34,E
4400,StockEntry,18.941073389474415,1,AB34,E
4400,InDelivery,18.941073389474415,1,AB34,E
4400,DeviceReceived,18.94129091057203,1,AB34,E
4400,NoteWorkshop,18.941351132603593,1,AB34,E
4400,Completed,18.941351180133363,1,AB34,E
4401,Creation,18.939259079634372,1,AB59,L
4401,DeviceReceived,18.941783702525644,1,AB59,L
4401,Letter,18.942612596600558,1,AB59,L
4401,InDelivery,18.94414943820868,1,AB59,L
4401,NoteWorkshop,18.944290641535368,1,AB59,L
4401,Transmission,18.944328144299693,1,AB59,L
4401,Approved,18.944388373248376,1,AB59,L
4401,NoteHotline,18.944388420634006,1,AB59,L
4401,Completed,18.944447514688175,1,AB59,L
4402,Creation,18.939285471876733,0,AB65,E
4402,Letter,18.943125139612743,0,AB65,E
4402,DeviceReceived,18.943348446701023,0,AB65,E
4402,NoteHotline,18.948005060676525,0,AB65,E
4402,StockEntry,18.9588850593224,0,AB65,E
4402,InDelivery,18.9588850593224,0,AB65,E
4402,Completed,18.959125034745206,0,AB65,E
4402,NoteWorkshop,18.959131962712522,0,AB65,E
4403,Creation,18.939293568612722,0,AB20,J
4403,DeviceReceived,18.94184571794318,0,AB20,J
4403,NoteWorkshop,18.944947118773307,0,AB20,J
4403,StatusRequest,18.94795587369907,0,AB20,J
4403,Transmission,18.948509049410973,0,AB20,J
4403,InDelivery,18.951290300722153,0,AB20,J
4403,Approved,18.951531529075524,0,AB20,J
4403,NoteHotline,18.95153157024283,0,AB20,J
4403,Completed,18.95163021988689,0,AB20,J
4404,Creation,18.809858259784072,0,AB34,L
4404,DeviceReceived,18.81398269317497,0,AB34,L
4404,Letter,18.81542473235928,0,AB34,L
4404,Transmission,18.81806760403295,0,AB34,L
4404,InDelivery,18.81833154641368,0,AB34,L
4404,Approved,18.8185498352339,0,AB34,L
4404,NoteHotline,18.818549969583884,0,AB34,L
4404,Completed,18.818588023489937,0,AB34,L
4405,Creation,18.939214813165933,0,AB61,L
4405,DeviceReceived,18.941783144292224,0,AB61,L
4405,Letter,18.942612596600558,0,AB61,L
4405,Transmission,18.94439433197352,0,AB61,L
4405,Approved,18.944481659354963,0,AB61,L
4405,NoteHotline,18.94448170081352,0,AB61,L
4405,InDelivery,18.944661194329775,0,AB61,L
4405,Completed,18.944822224868727,0,AB61,L
4406,Creation,18.939218712980598,1,AB30,L
4406,Letter,18.94414943820868,1,AB30,L
4406,DeviceReceived,18.94434519808476,1,AB30,L
4406,Transmission,18.944428928601553,1,AB30,L
4406,Approved,18.946377029312075,1,AB30,L
4406,NoteHotline,18.946377100249304,1,AB30,L
4406,InDelivery,18.94670560388476,1,AB30,L
4406,NoteWorkshop,18.946843669683712,1,AB30,L
4406,Completed,18.946844597345773,1,AB30,L
4407,Creation,18.93922289856629,0,AB52,E
4407,Letter,18.951798416404817,0,AB52,E
4407,DeviceReceived,18.95213528883387,0,AB52,E
4407,StatusRequest,18.959235654698546,0,AB52,E
4407,Transmission,18.961709509901144,0,AB52,E
4407,StockEntry,18.962430579111988,0,AB52,E
4407,InDelivery,18.962430579111988,0,AB52,E
4407,Approved,18.962594508662946,0,AB52,E
4407,NoteHotline,18.962594566826354,0,AB52,E
4407,Completed,18.96264713934545,0,AB52,E
4407,NoteWorkshop,18.962650460295716,0,AB52,E
4408,Creation,18.93922704245748,1,AB36,G
4408,Letter,18.941073389474415,1,AB36,G
4408,InDelivery,18.941073389474415,1,AB36,G
4408,DeviceReceived,18.941281178218233,1,AB36,G
4408,NoteWorkshop,18.941281926864196,1,AB36,G
4408,Completed,18.94133703398626,1,AB36,G
4409,Creation,18.939230817193994,1,AB60,L
4409,DeviceReceived,18.940814674696515,1,AB60,L
4409,Transmission,18.942847348990625,1,AB60,L
4409,InDelivery,18.943125139612743,1,AB60,L
4409,Approved,18.943297927221717,1,AB60,L
4409,NoteHotline,18.943298057674365,1,AB60,L
4409,Completed,18.94330742650174,1,AB60,L
4410,Creation,18.939246606631393,0,AB62,E
4410,NoteHotline,18.939247446108073,0,AB62,E
4410,DeviceReceived,18.940365277445537,0,AB62,E
4410,Letter,18.956865423551942,0,AB62,E
4410,StockEntry,18.95838053265061,0,AB62,E
4410,InDelivery,18.95838053265061,0,AB62,E
4410,Completed,18.95865064374392,0,AB62,E
4410,NoteWorkshop,18.966165842297894,0,AB62,E
4411,Creation,18.93925314381417,1,AB49,L
4411,Letter,18.943637420059158,1,AB49,L
4411,DeviceReceived,18.943825611272974,1,AB49,L
4411,Transmission,18.944953968068404,1,AB49,L
4411,Approved,18.944987923777248,1,AB49,L
4411,NoteHotline,18.944988036250656,1,AB49,L
4411,InDelivery,18.94619489320096,1,AB49,L
4411,Completed,18.946369687281408,1,AB49,L
4412,Creation,18.939257406653507,1,AB15,G
4412,Letter,18.940045933613412,1,AB15,G
4412,DeviceReceived,18.940261239740817,1,AB15,G
4412,NoteWorkshop,18.94026309542151,1,AB15,G
4412,InDelivery,18.9405597935021,1,AB15,G
4412,Completed,18.94081907354971,1,AB15,G
4413,Creation,18.939284162104457,0,AB15,J
4413,DeviceReceived,18.94087252401439,0,AB15,J
4413,NoteWorkshop,18.943949361581396,0,AB15,J
4413,StatusRequest,18.947044296454276,0,AB15,J
4413,Transmission,18.94800835978846,0,AB15,J
4413,Approved,18.948079479857427,0,AB15,J
4413,NoteHotline,18.948079527068472,0,AB15,J
4413,InDelivery,18.94976440274583,0,AB15,J
4413,Completed,18.949992122435972,0,AB15,J
4414,Creation,18.939292050479718,0,AB34,J
4414,DeviceReceived,18.940867846023966,0,AB34,J
4414,StatusRequest,18.94487964153316,0,AB34,J
4414,Transmission,18.947986033027853,0,AB34,J
4414,Approved,18.948465461885824,0,AB34,J
4414,NoteHotline,18.94846550907865,0,AB34,J
4414,InDelivery,18.94976440274583,0,AB34,J
4414,NoteWorkshop,18.949953140965597,0,AB34,J
4414,Completed,18.949953729998818,0,AB34,J
4415,Creation,18.939292961359797,0,AB34,J
4415,DeviceReceived,18.940875335553383,0,AB34,J
4415,NoteWorkshop,18.94395227707301,0,AB34,J
4415,Transmission,18.948008814226995,0,AB34,J
4415,InDelivery,18.94976440274583,0,AB34,J
4415,Approved,18.94998588479601,0,AB34,J
4415,NoteHotline,18.94998596136784,0,AB34,J
4415,Completed,18.950054673387854,0,AB34,J
4416,Creation,18.93931225039019,0,AB60,E
4416,DeviceReceived,18.941312739695093,0,AB60,E
4416,Letter,18.94670560388476,0,AB60,E
4416,StockEntry,18.94670560388476,0,AB60,E
4416,InDelivery,18.94670560388476,0,AB60,E
4416,NoteWorkshop,18.946958899997185,0,AB60,E
4416,Completed,18.946979772734423,0,AB60,E
4417,Creation,18.939315619978927,0,AB40,J
4417,DeviceReceived,18.941338828258754,0,AB40,J
4417,InDelivery,18.94619489320096,0,AB40,J
4417,NoteWorkshop,18.946545869320385,0,AB40,J
4417,Completed,18.946546247588355,0,AB40,J
4418,Creation,18.93931943605423,0,AB63,E
4418,NoteHotline,18.93932108511815,0,AB63,E
4418,DeviceReceived,18.94295967151193,0,AB63,E
4418,StockEntry,18.943125139612743,0,AB63,E
4418,NoteWorkshop,18.94343662435296,0,AB63,E
4418,Completed,18.943441829864234,0,AB63,E
4418,InDelivery,18.969442536967495,0,AB63,E
4419,Creation,18.939332896384542,0,AB61,E
4419,DeviceReceived,18.942948846151545,0,AB61,E
4419,NoteHotline,18.947979812371873,0,AB61,E
4419,Letter,18.957875751303167,0,AB61,E
4419,StockEntry,18.95838053265061,0,AB61,E
4419,InDelivery,18.95838053265061,0,AB61,E
4419,Completed,18.95870237298535,0,AB61,E
4420,Creation,18.93933730176068,1,AB52,L
4420,DeviceReceived,18.941783595629907,1,AB52,L
4420,InDelivery,18.943637420059158,1,AB52,L
4420,NoteWorkshop,18.94380889236961,1,AB52,L
4420,Transmission,18.9438238451631,1,AB52,L
4420,Approved,18.943830820686276,1,AB52,L
4420,NoteHotline,18.943830862171826,1,AB52,L
4420,Completed,18.94390767267706,1,AB52,L
4421,Creation,18.939355423130856,0,AB52,E
4421,Letter,18.942612596600558,0,AB52,E
4421,DeviceReceived,18.94292309615219,0,AB52,E
4421,NoteHotline,18.9479775814251,0,AB52,E
4421,NoteWorkshop,18.95812030411519,0,AB52,E
4421,StockEntry,18.95838053265061,0,AB52,E
4421,InDelivery,18.95838053265061,0,AB52,E
4421,Completed,18.95852634598848,0,AB52,E
4422,Creation,18.939359030696895,1,AB62,L
4422,DeviceReceived,18.944795688233075,1,AB62,L
4422,Transmission,18.946382698363287,1,AB62,L
4422,Approved,18.946439694483345,1,AB62,L
4422,NoteHotline,18.946444789809025,1,AB62,L
4422,InDelivery,18.94670560388476,1,AB62,L
4422,Completed,18.94695126683532,1,AB62,L
4423,Creation,18.93936151312339,0,AB49,E
4423,DeviceReceived,18.94082767503512,0,AB49,E
4423,NoteHotline,18.946544569023143,0,AB49,E
4423,Letter,18.95737071502282,0,AB49,E
4423,StockEntry,18.95838053265061,0,AB49,E
4423,InDelivery,18.95838053265061,0,AB49,E
4423,Completed,18.958656436337456,0,AB49,E
4424,Creation,18.939364817062767,1,AB49,L
4424,DeviceReceived,18.94178365501643,1,AB49,L
4424,Letter,18.942612596600558,1,AB49,L
4424,Transmission,18.943941065420542,1,AB49,L
4424,InDelivery,18.94414943820868,1,AB49,L
4424,Approved,18.9443129324808,1,AB49,L
4424,NoteHotline,18.944313056877455,1,AB49,L
4424,Completed,18.94443205592137,1,AB49,L
4425,Creation,18.93936740662924,0,AB52,E
4425,DeviceReceived,18.951121989294762,0,AB52,E
4425,Letter,18.951798416404817,0,AB52,E
4425,StatusRequest,18.958222418605267,0,AB52,E
4425,Transmission,18.96169393729283,0,AB52,E
4425,Approved,18.96174176625971,0,AB52,E
4425,NoteHotline,18.961741900149665,0,AB52,E
4425,StockEntry,18.962430579111988,0,AB52,E
4425,NoteWorkshop,18.962652176018768,0,AB52,E
4425,Completed,18.962652181834773,0,AB52,E
4425,InDelivery,18.962933067071834,0,AB52,E
4426,Creation,18.939376282540685,0,AB49,E
4426,DeviceReceived,18.963117749355433,0,AB49,E
4426,Letter,18.96393728614287,0,AB49,E
4426,StatusRequest,18.967759013205708,0,AB49,E
4426,NoteHotline,18.967759308311027,0,AB49,E
4426,StockEntry,18.967944108146717,0,AB49,E
4426,InDelivery,18.967944108146717,0,AB49,E
4426,NoteWorkshop,18.96820114530383,0,AB49,E
4426,Completed,18.96821723576689,0,AB49,E
4427,Creation,18.939380747255093,0,AB53,E
4427,NoteHotline,18.939382199771217,0,AB53,E
4427,DeviceReceived,18.94036280345666,0,AB53,E
4427,StockEntry,18.944661194329775,0,AB53,E
4427,InDelivery,18.944661194329775,0,AB53,E
4427,NoteWorkshop,18.944934947395044,0,AB53,E
4427,Completed,18.944959396560236,0,AB53,E
4428,Creation,18.93921705779394,1,AB52,L
4428,DeviceReceived,18.941217618509015,1,AB52,L
4428,Letter,18.942612596600558,1,AB52,L
4428,InDelivery,18.943637420059158,1,AB52,L
4428,Transmission,18.94382014699004,1,AB52,L
4428,Approved,18.943840338611373,1,AB52,L
4428,NoteHotline,18.943840368243624,1,AB52,L
4428,Completed,18.943887725388276,1,AB52,L
4429,Creation,18.809979328519496,1,AB62,L
4429,NoteHotline,18.80998052775031,1,AB62,L
4429,DeviceReceived,18.815201601632907,1,AB62,L
4429,Letter,18.81658847212537,1,AB62,L
4429,InDelivery,18.817169834543268,1,AB62,L
4429,Completed,18.8174246258154,1,AB62,L
4430,Creation,18.939228929827518,1,AB41,E
4430,DeviceReceived,18.942906190125147,1,AB41,E
4430,NoteHotline,18.942906694344124,1,AB41,E
4430,Letter,18.943125139612743,1,AB41,E
4430,InDelivery,18.943125139612743,1,AB41,E
4430,NoteWorkshop,18.943458643836255,1,AB41,E
4430,Completed,18.94346024458754,1,AB41,E
4430,StockEntry,18.943637420059158,1,AB41,E
4431,Creation,18.93923001342637,0,AB41,
4431,NoteHotline,18.93923072788651,0,AB41,
4431,DeviceReceived,18.944450482033314,0,AB41,
4431,StockEntry,18.951290300722153,0,AB41,
4431,InDelivery,18.951290300722153,0,AB41,
4431,NoteWorkshop,18.951515773634362,0,AB41,
4431,Completed,18.951531823127684,0,AB41,
4432,Creation,18.939320716013825,0,AB41,E
4432,NoteHotline,18.939340468856944,0,AB41,E
4432,DeviceReceived,18.94336128369726,0,AB41,E
4432,StockEntry,18.947726243441554,0,AB41,E
4432,InDelivery,18.947726243441554,0,AB41,E
4432,Completed,18.948016433418978,0,AB41,E
4432,NoteWorkshop,18.948441322463314,0,AB41,E
4433,Creation,18.809980615829353,0,AB12,L
4433,DeviceReceived,18.816781186805112,0,AB12,L
4433,NoteWorkshop,18.81852666630939,0,AB12,L
4433,Transmission,18.81853378028098,0,AB12,L
4433,Approved,18.820269218424198,0,AB12,L
4433,InDelivery,18.820650929253368,0,AB12,L
4433,NoteHotline,18.820848599694035,0,AB12,L
4433,Completed,18.821445817515404,0,AB12,L
4434,Letter,18.939017421001,1,AB61,
4434,Creation,18.93924682096593,1,AB61,
4434,DeviceReceived,18.939248095064745,1,AB61,
4434,NoteWorkshop,18.93924958349588,1,AB61,
4434,Transmission,18.939858303005796,1,AB61,
4434,InDelivery,18.940045933613412,1,AB61,
4434,Approved,18.940240458260938,1,AB61,
4434,NoteHotline,18.940240499895705,1,AB61,
4434,Completed,18.94024418753941,1,AB61,
4435,Letter,18.939017421001,0,AB62,
4435,Creation,18.939246535186534,0,AB62,
4435,DeviceReceived,18.93928455503632,0,AB62,
4435,NoteWorkshop,18.939737098133534,0,AB62,
4435,StockEntry,18.94976440274583,0,AB62,
4435,InDelivery,18.94976440274583,0,AB62,
4435,Completed,18.949930009356592,0,AB62,
4436,Letter,18.939017421001,0,AB61,
4436,Creation,18.939286483972317,0,AB61,
4436,DeviceReceived,18.93936815670931,0,AB61,
4436,StatusRequest,18.9521002054544,0,AB61,
4436,NoteHotline,18.952100317130704,0,AB61,
4436,NoteWorkshop,18.953608613569678,0,AB61,
4436,StockEntry,18.95838053265061,0,AB61,
4436,InDelivery,18.95838053265061,0,AB61,
4436,Completed,18.958567505819257,0,AB61,
4437,Creation,18.939376121810596,1,AB58,E
4437,NoteHotline,18.93937884826567,1,AB58,E
4437,Letter,18.939531809536973,1,AB58,E
4437,InDelivery,18.939531809536973,1,AB58,E
4437,NoteWorkshop,18.939720364292477,1,AB58,E
4437,DeviceReceived,18.939725571332062,1,AB58,E
4437,Completed,18.93972645206293,1,AB58,E
4438,Creation,18.9391843464567,0,AB53,E
4438,DeviceReceived,18.940831657729635,0,AB53,E
4438,NoteHotline,18.941374089218872,0,AB53,E
4438,StockEntry,18.94670560388476,0,AB53,E
4438,InDelivery,18.94670560388476,0,AB53,E
4438,NoteWorkshop,18.946909088429916,0,AB53,E
4438,Completed,18.94691451222705,0,AB53,E
4439,Creation,18.93918956224217,1,AB44,E
4439,NoteHotline,18.939190806643587,1,AB44,E
4439,Letter,18.9405597935021,1,AB44,E
4439,DeviceReceived,18.94081023421292,1,AB44,E
4439,InDelivery,18.941073389474415,1,AB44,E
4439,NoteWorkshop,18.941267500476673,1,AB44,E
4439,Completed,18.94127271729157,1,AB44,E
4440,Creation,18.939198368283982,1,AB32,L
4440,DeviceReceived,18.96959757013757,1,AB32,L
4440,StockEntry,18.971934939578066,1,AB32,L
4440,InDelivery,18.971934939578066,1,AB32,L
4440,NoteWorkshop,18.97209116546968,1,AB32,L
4440,Completed,18.972091724322066,1,AB32,L
4440,Letter,18.9783862627707,1,AB32,L
4440,NoteHotline,18.97863323509057,1,AB32,L
4441,Creation,18.93919989251323,0,AB62,L
4441,Letter,18.940045933613412,0,AB62,L
4441,DeviceReceived,18.94033142608589,0,AB62,L
4441,Transmission,18.940817236733633,0,AB62,L
4441,Approved,18.94396822916525,0,AB62,L
4441,NoteHotline,18.943968335827716,0,AB62,L
4441,InDelivery,18.94414943820868,0,AB62,L
4441,Completed,18.94428397725775,0,AB62,L
4442,Creation,18.939201047591663,1,AB20,G
4442,NoteHotline,18.939202542046825,1,AB20,G
4442,Letter,18.940045933613412,1,AB20,G
4442,InDelivery,18.940045933613412,1,AB20,G
4442,DeviceReceived,18.94028235385306,1,AB20,G
4442,NoteWorkshop,18.94028265123174,1,AB20,G
4442,Completed,18.940409950922305,1,AB20,G
4443,Creation,18.93921464645596,0,AB62,E
4443,NoteHotline,18.939216527895475,0,AB62,E
4443,Letter,18.9405597935021,0,AB62,E
4443,DeviceReceived,18.940798565217587,0,AB62,E
4443,InDelivery,18.944661194329775,0,AB62,E
4443,NoteWorkshop,18.944953589197645,0,AB62,E
4443,Completed,18.944953820072033,0,AB62,E
4444,Creation,18.939224726405467,0,AB8,E
4444,NoteHotline,18.93923019799529,0,AB8,E
4444,Letter,18.939531809536973,0,AB8,E
4444,DeviceReceived,18.939849300468403,0,AB8,E
4444,StockEntry,18.944661194329775,0,AB8,E
4444,InDelivery,18.944661194329775,0,AB8,E
4444,NoteWorkshop,18.944863271784865,0,AB8,E
4444,Completed,18.944872442429126,0,AB8,E
4445,Creation,18.939227375873266,0,AB53,E
4445,DeviceReceived,18.948061456878058,0,AB53,E
4445,NoteHotline,18.94858362574372,0,AB53,E
4445,StockEntry,18.951798416404817,0,AB53,E
4445,InDelivery,18.951798416404817,0,AB53,E
4445,NoteWorkshop,18.952071034000824,0,AB53,E
4445,Completed,18.952071874536177,0,AB53,E
4446,Creation,18.939235496894874,0,AB52,E
4446,Letter,18.940045933613412,0,AB52,E
4446,DeviceReceived,18.94035621405258,0,AB52,E
4446,Transmission,18.944901362857795,0,AB52,E
4446,NoteHotline,18.944901617424897,0,AB52,E
4446,NoteWorkshop,18.957579961924274,0,AB52,E
4446,StockEntry,18.95838053265061,0,AB52,E
4446,InDelivery,18.95838053265061,0,AB52,E
4446,Completed,18.958694209998075,0,AB52,E
4447,Creation,18.939237175866186,1,AB8,E
4447,NoteHotline,18.93923784864468,1,AB8,E
4447,DeviceReceived,18.94292957375418,1,AB8,E
4447,StockEntry,18.943125139612743,1,AB8,E
4447,InDelivery,18.943125139612743,1,AB8,E
4447,NoteWorkshop,18.943429130266367,1,AB8,E
4447,Completed,18.943436067041493,1,AB8,E
4448,Creation,18.809806502289483,0,AB49,L
4448,DeviceReceived,18.814620239969795,0,AB49,L
4448,Letter,18.817169834543268,0,AB49,L
4448,Transmission,18.820962233627668,0,AB49,L
4448,Approved,18.829609646193273,0,AB49,L
4448,NoteHotline,18.829609705985803,0,AB49,L
4448,InDelivery,18.831022090528528,0,AB49,L
4448,Completed,18.831186606086106,0,AB49,L
4449,Creation,18.939251601804962,0,AB36,G
4449,Letter,18.940045933613412,0,AB36,G
4449,DeviceReceived,18.940284328445834,0,AB36,G
4449,NoteWorkshop,18.94028492320193,0,AB36,G
4449,Completed,18.940389565030575,0,AB36,G
4449,InDelivery,18.979869137710764,0,AB36,G
4450,Creation,18.93925416784986,1,AB47,G
4450,NoteHotline,18.939255316911915,1,AB47,G
4450,Letter,18.942612596600558,1,AB47,G
4450,InDelivery,18.942612596600558,1,AB47,G
4450,DeviceReceived,18.942786344893,1,AB47,G
4450,NoteWorkshop,18.942786908499382,1,AB47,G
4450,Completed,18.942924549463978,1,AB47,G
4451,Creation,18.93929383651831,0,AB33,L
4451,DeviceReceived,18.942760086416193,0,AB33,L
4451,Letter,18.943125139612743,0,AB33,L
4451,Transmission,18.94330209576832,0,AB33,L
4451,Approved,18.94489847973284,0,AB33,L
4451,NoteHotline,18.944898509333754,0,AB33,L
4451,InDelivery,18.94670560388476,0,AB33,L
4451,Completed,18.946987718793594,0,AB33,L
4452,Creation,18.93930311196075,1,AB61,L
4452,Letter,18.943125139612743,1,AB61,L
4452,DeviceReceived,18.943337726348794,1,AB61,L
4452,Transmission,18.943404406496978,1,AB61,L
4452,Approved,18.943424387144564,1,AB61,L
4452,NoteHotline,18.943424434575896,1,AB61,L
4452,InDelivery,18.943637420059158,1,AB61,L
4452,Completed,18.943906368944848,1,AB61,L
4453,Creation,18.939316602277394,0,AB59,L
4453,Letter,18.943637420059158,0,AB59,L
4453,DeviceReceived,18.943825712024115,0,AB59,L
4453,StatusRequest,18.952096167465932,0,AB59,L
4453,NoteHotline,18.958111382696146,0,AB59,L
4453,InDelivery,18.9604180985184,0,AB59,L
4453,NoteWorkshop,18.96065274706119,0,AB59,L
4453,Completed,18.960654320524284,0,AB59,L
4454,Creation,18.939321549475007,1,AB45,E
4454,NoteHotline,18.93932258534722,1,AB45,E
4454,DeviceReceived,18.94037511386961,1,AB45,E
4454,StockEntry,18.941073389474415,1,AB45,E
4454,InDelivery,18.941073389474415,1,AB45,E
4454,StatusRequest,18.941307968699903,1,AB45,E
4454,NoteWorkshop,18.941403075351648,1,AB45,E
4454,Completed,18.94140676465158,1,AB45,E
4455,Creation,18.939333658396936,0,AB62,E
4455,NoteHotline,18.93933430729766,0,AB62,E
4455,Letter,18.940045933613412,0,AB62,E
4455,DeviceReceived,18.940354905681982,0,AB62,E
4455,NoteWorkshop,18.95757179561522,0,AB62,E
4455,StockEntry,18.95838053265061,0,AB62,E
4455,InDelivery,18.95838053265061,0,AB62,E
4455,Completed,18.958680511444808,0,AB62,E
4456,Creation,18.809817568237154,0,AB28,L
4456,DeviceReceived,18.81110365670687,0,AB28,L
4456,Transmission,18.814631731592158,0,AB28,L
4456,Approved,18.814650472634295,0,AB28,L
4456,NoteHotline,18.814650519840505,0,AB28,L
4456,InDelivery,18.81542473235928,0,AB28,L
4456,NoteWorkshop,18.815658983229934,0,AB28,L
4456,Completed,18.81565950871166,0,AB28,L
4457,Creation,18.939350839241044,0,AB59,E
4457,Letter,18.941073389474415,0,AB59,E
4457,DeviceReceived,18.941314028988764,0,AB59,E
4457,NoteHotline,18.946974816015718,0,AB59,E
4457,NoteWorkshop,18.958028982880915,0,AB59,E
4457,StockEntry,18.9588850593224,0,AB59,E
4457,InDelivery,18.9588850593224,0,AB59,E
4457,Completed,18.95911737715514,0,AB59,E
4458,Creation,18.939356637560483,1,AB64,E
4458,NoteHotline,18.93935839967143,1,AB64,E
4458,Letter,18.9405597935021,1,AB64,E
4458,InDelivery,18.9405597935021,1,AB64,E
4458,DeviceReceived,18.940829214615924,1,AB64,E
4458,NoteWorkshop,18.94088839454312,1,AB64,E
4458,Completed,18.94088840048709,1,AB64,E
4459,Creation,18.93935856040437,1,AB53,E
4459,DeviceReceived,18.940357302377727,1,AB53,E
4459,NoteWorkshop,18.94035804576854,1,AB53,E
4459,Approved,18.940378301468748,1,AB53,E
4459,NoteHotline,18.940378456090833,1,AB53,E
4459,StockEntry,18.9405597935021,1,AB53,E
4459,InDelivery,18.9405597935021,1,AB53,E
