CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
1675,,,,,,,,,,,
1675,,,,,,,,,,,
1675,Request For Payment FINAL_APPROVED by SUPERVISOR,17.346504537412525,STAFF MEMBER,SUPERVISOR,project 147701,UNKNOWN,organizational unit 65462,0.0,140.82251876990702,UNKNOWN,request for payment number 158809
1675,,,,,,,,,,,
1675,,,,,,,,,,,
1676,Request For Payment SUBMITTED by EMPLOYEE,17.33879774707223,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65487,0.0,122.61828930359366,UNKNOWN,request for payment number 159301
1676,,,,,,,,,,,
1676,,,,,,,,,,,
1676,Request Payment,17.34570481267248,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65487,0.0,122.61828930359366,UNKNOWN,request for payment number 159301
1676,,,,,,,,,,,
1677,Request For Payment SUBMITTED by EMPLOYEE,17.33880155286117,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65480,0.0,144.8281865537712,UNKNOWN,request for payment number 155645
1677,,,,,,,,,,,
1677,,,,,,,,,,,
1677,Request Payment,17.340489952789035,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65480,0.0,144.8281865537712,UNKNOWN,request for payment number 155645
1677,,,,,,,,,,,
1678,Request For Payment SUBMITTED by EMPLOYEE,17.33881179006651,STAFF MEMBER,EMPLOYEE,project 147556,task 16461,organizational unit 65468,0.0,423.700316265917,activity 505,request for payment number 155184
1678,,,,,,,,,,,
1678,,,,,,,,,,,
1678,Request For Payment FINAL_APPROVED by SUPERVISOR,17.360285578471093,STAFF MEMBER,SUPERVISOR,project 147556,task 16461,organizational unit 65468,0.0,423.700316265917,activity 505,request for payment number 155184
1678,,,,,,,,,,,
1678,,,,,,,,,,,
1679,Request For Payment SUBMITTED by EMPLOYEE,17.339073555500928,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65456,0.0,47.02938415938421,UNKNOWN,request for payment number 154868
1679,,,,,,,,,,,
1679,,,,,,,,,,,
1679,Request Payment,17.341738456138877,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65456,0.0,47.02938415938421,UNKNOWN,request for payment number 154868
1679,,,,,,,,,,,
1680,Request For Payment SUBMITTED by EMPLOYEE,17.339121895260966,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65462,0.0,269.2282827845826,UNKNOWN,request for payment number 155650
1680,,,,,,,,,,,
1680,,,,,,,,,,,
1680,Request Payment,17.348017390565808,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65462,0.0,269.2282827845826,UNKNOWN,request for payment number 155650
1680,,,,,,,,,,,
1681,Request For Payment SUBMITTED by EMPLOYEE,17.340492102812963,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65463,0.0,63.89350452247301,UNKNOWN,request for payment number 156769
1681,,,,,,,,,,,
1681,,,,,,,,,,,
1681,Request Payment,17.345566803805585,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65463,0.0,63.89350452247301,UNKNOWN,request for payment number 156769
1681,,,,,,,,,,,
1682,Request For Payment SUBMITTED by EMPLOYEE,17.340533364705305,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65465,0.0,662.9100882487614,UNKNOWN,request for payment number 157834
1682,,,,,,,,,,,
1682,,,,,,,,,,,
1682,Request Payment,17.34090850180111,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65465,0.0,662.9100882487614,UNKNOWN,request for payment number 157834
1682,,,,,,,,,,,
1683,Request For Payment SUBMITTED by EMPLOYEE,17.340587406079013,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65469,0.0,149.89545473026843,UNKNOWN,request for payment number 156101
1683,,,,,,,,,,,
1683,,,,,,,,,,,
1683,Request Payment,17.34597119503158,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65469,0.0,149.89545473026843,UNKNOWN,request for payment number 156101
1683,,,,,,,,,,,
1684,Request For Payment SUBMITTED by EMPLOYEE,17.34069309490767,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65454,0.0,3.895587700728651,UNKNOWN,request for payment number 152797
1684,,,,,,,,,,,
1684,,,,,,,,,,,
1684,Request Payment,17.345777501404843,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65454,0.0,3.895587700728651,UNKNOWN,request for payment number 152797
1684,,,,,,,,,,,
1685,Request For Payment SUBMITTED by EMPLOYEE,17.340732670128922,STAFF MEMBER,EMPLOYEE,project 152803,UNKNOWN,organizational unit 65462,0.0,87.0447087686091,UNKNOWN,request for payment number 152802
1685,,,,,,,,,,,
1685,,,,,,,,,,,
1685,Request Payment,17.391967591988802,SYSTEM,UNDEFINED,project 152803,UNKNOWN,organizational unit 65462,0.0,87.0447087686091,UNKNOWN,request for payment number 152802
1685,,,,,,,,,,,
1686,Request For Payment SUBMITTED by EMPLOYEE,17.34080000918606,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,41.705841489623786,UNKNOWN,request for payment number 159166
1686,,,,,,,,,,,
1686,,,,,,,,,,,
1686,Request For Payment FINAL_APPROVED by SUPERVISOR,17.345605307557978,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,41.705841489623786,UNKNOWN,request for payment number 159166
1686,,,,,,,,,,,
1686,,,,,,,,,,,
1687,Request For Payment SUBMITTED by EMPLOYEE,17.340810078738404,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65482,0.0,14.501745826864758,UNKNOWN,request for payment number 159306
1687,,,,,,,,,,,
1687,,,,,,,,,,,
1687,Request For Payment FINAL_APPROVED by SUPERVISOR,17.355862161144785,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65482,0.0,14.501745826864758,UNKNOWN,request for payment number 159306
1687,,,,,,,,,,,
1687,,,,,,,,,,,
1688,Request For Payment SUBMITTED by EMPLOYEE,17.340841376144095,STAFF MEMBER,EMPLOYEE,project 147860,UNKNOWN,organizational unit 65482,0.0,18.127182283580947,UNKNOWN,request for payment number 159391
1688,,,,,,,,,,,
1688,,,,,,,,,,,
1688,Request For Payment FINAL_APPROVED by SUPERVISOR,17.35586155207892,STAFF MEMBER,SUPERVISOR,project 147860,UNKNOWN,organizational unit 65482,0.0,18.127182283580947,UNKNOWN,request for payment number 159391
1688,,,,,,,,,,,
1688,,,,,,,,,,,
1689,Request For Payment SUBMITTED by EMPLOYEE,17.34085547879416,STAFF MEMBER,EMPLOYEE,project 149268,UNKNOWN,organizational unit 65456,0.0,1284.8349489315608,UNKNOWN,request for payment number 159172
1689,,,,,,,,,,,
1689,,,,,,,,,,,
1689,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363242662970173,STAFF MEMBER,SUPERVISOR,project 149268,UNKNOWN,organizational unit 65456,0.0,1284.8349489315608,UNKNOWN,request for payment number 159172
1689,,,,,,,,,,,
1689,,,,,,,,,,,
1690,Request For Payment SUBMITTED by EMPLOYEE,17.341023664799863,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65456,0.0,421.7378361974037,UNKNOWN,request for payment number 157377
1690,,,,,,,,,,,
1690,,,,,,,,,,,
1690,Request For Payment REJECTED by EMPLOYEE,17.34548176210697,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65456,0.0,421.7378361974037,UNKNOWN,request for payment number 157377
1690,,,,,,,,,,,
1690,,,,,,,,,,,
1690,Request For Payment APPROVED by BUDGET OWNER,17.35845018078456,STAFF MEMBER,BUDGET OWNER,project 147620,UNKNOWN,organizational unit 65456,0.0,421.7378361974037,UNKNOWN,request for payment number 157377
1690,,,,,,,,,,,
1690,,,,,,,,,,,
1690,Payment Handled,17.38129547973985,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65456,0.0,421.7378361974037,UNKNOWN,request for payment number 157377
1691,Request For Payment SUBMITTED by EMPLOYEE,17.341070497491813,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65456,0.0,222.46649091576103,UNKNOWN,request for payment number 159312
1691,,,,,,,,,,,
1691,,,,,,,,,,,
1691,Request For Payment FINAL_APPROVED by SUPERVISOR,17.345967445722785,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65456,0.0,222.46649091576103,UNKNOWN,request for payment number 159312
1691,,,,,,,,,,,
1691,,,,,,,,,,,
1692,Request For Payment SUBMITTED by EMPLOYEE,17.34109260317337,STAFF MEMBER,EMPLOYEE,project 147546,task 154348,organizational unit 65458,0.0,60.89394686729972,activity 505,request for payment number 159318
1692,,,,,,,,,,,
1692,,,,,,,,,,,
1692,Request Payment,17.343919571229442,SYSTEM,UNDEFINED,project 147546,task 154348,organizational unit 65458,0.0,60.89394686729972,activity 505,request for payment number 159318
1692,,,,,,,,,,,
1693,Request For Payment SUBMITTED by EMPLOYEE,17.34111600346229,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65473,0.0,100.37477027396888,UNKNOWN,request for payment number 159323
1693,,,,,,,,,,,
1693,,,,,,,,,,,
1693,Request For Payment FINAL_APPROVED by SUPERVISOR,17.345723681194595,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65473,0.0,100.37477027396888,UNKNOWN,request for payment number 159323
1693,,,,,,,,,,,
1693,,,,,,,,,,,
1694,Request For Payment SUBMITTED by EMPLOYEE,17.3411650687054,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65476,0.0,59.24822972673937,UNKNOWN,request for payment number 159178
1694,,,,,,,,,,,
1694,,,,,,,,,,,
1694,Request For Payment FINAL_APPROVED by SUPERVISOR,17.348214070291746,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65476,0.0,59.24822972673937,UNKNOWN,request for payment number 159178
1694,,,,,,,,,,,
1694,,,,,,,,,,,
1695,Request For Payment SUBMITTED by EMPLOYEE,17.341218811074093,STAFF MEMBER,EMPLOYEE,project 147701,UNKNOWN,organizational unit 65462,0.0,35.27813809403014,UNKNOWN,request for payment number 159397
1695,,,,,,,,,,,
1695,,,,,,,,,,,
1695,Request Payment,17.348011076532078,SYSTEM,UNDEFINED,project 147701,UNKNOWN,organizational unit 65462,0.0,35.27813809403014,UNKNOWN,request for payment number 159397
1695,,,,,,,,,,,
1696,Request For Payment SUBMITTED by EMPLOYEE,17.34128741227806,STAFF MEMBER,EMPLOYEE,project 157178,UNKNOWN,organizational unit 65469,0.0,107.34291260522592,UNKNOWN,request for payment number 158815
1696,,,,,,,,,,,
1696,,,,,,,,,,,
1696,Request For Payment FINAL_APPROVED by SUPERVISOR,17.345800616544974,STAFF MEMBER,SUPERVISOR,project 157178,UNKNOWN,organizational unit 65469,0.0,107.34291260522592,UNKNOWN,request for payment number 158815
1696,,,,,,,,,,,
1696,,,,,,,,,,,
1697,Request For Payment SUBMITTED by EMPLOYEE,17.34135074134406,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65486,0.0,297.52002074479344,UNKNOWN,request for payment number 153425
1697,,,,,,,,,,,
1697,,,,,,,,,,,
1697,Request For Payment FINAL_APPROVED by SUPERVISOR,17.358144565891923,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65486,0.0,297.52002074479344,UNKNOWN,request for payment number 153425
1697,,,,,,,,,,,
1697,,,,,,,,,,,
1698,Request For Payment SUBMITTED by EMPLOYEE,17.341367867753796,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65469,0.0,178.51201244687607,UNKNOWN,request for payment number 155655
1698,,,,,,,,,,,
1698,,,,,,,,,,,
1698,Request Payment,17.348214421001245,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65469,0.0,178.51201244687607,UNKNOWN,request for payment number 155655
1698,,,,,,,,,,,
1699,Request For Payment SUBMITTED by EMPLOYEE,17.34142312932318,STAFF MEMBER,EMPLOYEE,project 150968,task 152809,organizational unit 65462,0.0,42.3534076341525,activity 505,request for payment number 152808
1699,,,,,,,,,,,
1699,,,,,,,,,,,
1699,Request Payment,17.34876228361816,SYSTEM,UNDEFINED,project 150968,task 152809,organizational unit 65462,0.0,42.3534076341525,activity 505,request for payment number 152808
1699,,,,,,,,,,,
1700,Request For Payment SUBMITTED by EMPLOYEE,17.341484213638648,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65462,0.0,76.36962574720111,UNKNOWN,request for payment number 159184
1700,,,,,,,,,,,
1700,,,,,,,,,,,
1700,Request Payment,17.348762225198602,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65462,0.0,76.36962574720111,UNKNOWN,request for payment number 159184
1700,,,,,,,,,,,
1701,Request For Payment SUBMITTED by EMPLOYEE,17.341542881669586,STAFF MEMBER,EMPLOYEE,project 148309,UNKNOWN,organizational unit 65465,0.0,8.716083757609592,UNKNOWN,request for payment number 158821
1701,,,,,,,,,,,
1701,,,,,,,,,,,
1701,Request For Payment FINAL_APPROVED by SUPERVISOR,17.346457607200946,STAFF MEMBER,SUPERVISOR,project 148309,UNKNOWN,organizational unit 65465,0.0,8.716083757609592,UNKNOWN,request for payment number 158821
1701,,,,,,,,,,,
1701,,,,,,,,,,,
1702,Request For Payment SUBMITTED by EMPLOYEE,17.341825287414206,STAFF MEMBER,EMPLOYEE,project 503,task 53723,organizational unit 65454,0.0,451.9497953856268,activity 505,request for payment number 152814
1702,,,,,,,,,,,
1702,,,,,,,,,,,
1702,Request Payment,17.349441297239036,SYSTEM,UNDEFINED,project 503,task 53723,organizational unit 65454,0.0,451.9497953856268,activity 505,request for payment number 152814
1702,,,,,,,,,,,
1703,Request For Payment SUBMITTED by EMPLOYEE,17.343032261092823,STAFF MEMBER,EMPLOYEE,project 147556,task 1573,organizational unit 65461,0.0,16.82813995419248,activity 505,request for payment number 159189
1703,,,,,,,,,,,
1703,,,,,,,,,,,
1703,Request Payment,17.346188630893106,SYSTEM,UNDEFINED,project 147556,task 1573,organizational unit 65461,0.0,16.82813995419248,activity 505,request for payment number 159189
1703,,,,,,,,,,,
1704,Request For Payment SUBMITTED by EMPLOYEE,17.34321470892191,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65481,0.0,833.2115634288813,UNKNOWN,request for payment number 159329
1704,,,,,,,,,,,
1704,,,,,,,,,,,
1704,Request Payment,17.373020766043496,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65481,0.0,833.2115634288813,UNKNOWN,request for payment number 159329
1704,,,,,,,,,,,
1705,Request For Payment SUBMITTED by EMPLOYEE,17.34322766201033,STAFF MEMBER,EMPLOYEE,project 148052,UNKNOWN,organizational unit 65456,0.0,137.04474470227956,UNKNOWN,request for payment number 157594
1705,,,,,,,,,,,
1705,,,,,,,,,,,
1705,Request For Payment FINAL_APPROVED by SUPERVISOR,17.345720341140527,STAFF MEMBER,SUPERVISOR,project 148052,UNKNOWN,organizational unit 65456,0.0,137.04474470227956,UNKNOWN,request for payment number 157594
1705,,,,,,,,,,,
1705,,,,,,,,,,,
1706,Request For Payment SUBMITTED by EMPLOYEE,17.343242935277722,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65454,0.0,65.02928600137896,UNKNOWN,request for payment number 159334
1706,,,,,,,,,,,
1706,,,,,,,,,,,
1706,Request Payment,17.345605776392098,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65454,0.0,65.02928600137896,UNKNOWN,request for payment number 159334
1706,,,,,,,,,,,
1707,Request For Payment SUBMITTED by EMPLOYEE,17.343252069755014,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65477,0.0,370.38359178983393,UNKNOWN,request for payment number 155660
1707,,,,,,,,,,,
1707,,,,,,,,,,,
1707,Request Payment,17.345646417614486,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65477,0.0,370.38359178983393,UNKNOWN,request for payment number 155660
1707,,,,,,,,,,,
1708,Request For Payment SUBMITTED by EMPLOYEE,17.343485132242364,STAFF MEMBER,EMPLOYEE,project 147649,UNKNOWN,organizational unit 65458,0.0,43.65653537940698,UNKNOWN,request for payment number 155665
1708,,,,,,,,,,,
1708,,,,,,,,,,,
1708,Request Payment,17.356215936716737,SYSTEM,UNDEFINED,project 147649,UNKNOWN,organizational unit 65458,0.0,43.65653537940698,UNKNOWN,request for payment number 155665
1708,,,,,,,,,,,
1709,Request For Payment SUBMITTED by EMPLOYEE,17.34377565009269,STAFF MEMBER,EMPLOYEE,project 148052,task 11489,organizational unit 65461,0.0,404.46364068683096,activity 505,request for payment number 152819
1709,,,,,,,,,,,
1709,,,,,,,,,,,
1709,Request For Payment FINAL_APPROVED by SUPERVISOR,17.34823008590007,STAFF MEMBER,SUPERVISOR,project 148052,task 11489,organizational unit 65461,0.0,404.46364068683096,activity 505,request for payment number 152819
1709,,,,,,,,,,,
1709,,,,,,,,,,,
1710,Request For Payment SUBMITTED by EMPLOYEE,17.343806032885503,STAFF MEMBER,EMPLOYEE,project 147572,UNKNOWN,organizational unit 65463,0.0,50.81228568410344,UNKNOWN,request for payment number 152965
1710,,,,,,,,,,,
1710,,,,,,,,,,,
1710,Request For Payment REJECTED by SUPERVISOR,17.358200297013063,STAFF MEMBER,SUPERVISOR,project 147572,UNKNOWN,organizational unit 65463,0.0,50.81228568410344,UNKNOWN,request for payment number 152965
1710,,,,,,,,,,,
1710,,,,,,,,,,,
1710,Request For Payment APPROVED by ADMINISTRATION,17.36077746061434,STAFF MEMBER,ADMINISTRATION,project 147572,UNKNOWN,organizational unit 65463,0.0,50.81228568410344,UNKNOWN,request for payment number 152965
1710,,,,,,,,,,,
1710,,,,,,,,,,,
1710,Request Payment,17.37357652260645,SYSTEM,UNDEFINED,project 147572,UNKNOWN,organizational unit 65463,0.0,50.81228568410344,UNKNOWN,request for payment number 152965
1710,,,,,,,,,,,
1711,Request For Payment SUBMITTED by EMPLOYEE,17.343854379252623,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,22.20005329635402,UNKNOWN,request for payment number 156998
1711,,,,,,,,,,,
1711,,,,,,,,,,,
1711,Request Payment,17.348220792202387,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,22.20005329635402,UNKNOWN,request for payment number 156998
1711,,,,,,,,,,,
1712,Request For Payment SUBMITTED by EMPLOYEE,17.34390703802765,STAFF MEMBER,EMPLOYEE,project 147843,task 3445,organizational unit 65458,0.0,181.3521733759193,activity 505,request for payment number 158827
1712,,,,,,,,,,,
1712,,,,,,,,,,,
1712,Request For Payment FINAL_APPROVED by SUPERVISOR,17.362777080178418,STAFF MEMBER,SUPERVISOR,project 147843,task 3445,organizational unit 65458,0.0,181.3521733759193,activity 505,request for payment number 158827
1712,,,,,,,,,,,
1712,,,,,,,,,,,
1713,Request For Payment SUBMITTED by EMPLOYEE,17.343908652383295,STAFF MEMBER,EMPLOYEE,project 148309,UNKNOWN,organizational unit 65465,0.0,8.662321930139488,UNKNOWN,request for payment number 159402
1713,,,,,,,,,,,
1713,,,,,,,,,,,
1713,Request For Payment FINAL_APPROVED by SUPERVISOR,17.358200904656144,STAFF MEMBER,SUPERVISOR,project 148309,UNKNOWN,organizational unit 65465,0.0,8.662321930139488,UNKNOWN,request for payment number 159402
1713,,,,,,,,,,,
1713,,,,,,,,,,,
1714,Request For Payment SUBMITTED by EMPLOYEE,17.34393283805411,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65461,0.0,40.06582354883467,UNKNOWN,UNKNOWN
1714,,,,,,,,,,,
1714,,,,,,,,,,,
1714,Request For Payment REJECTED by EMPLOYEE,17.346205586794305,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65461,0.0,40.06582354883467,UNKNOWN,UNKNOWN
1715,Request For Payment SUBMITTED by EMPLOYEE,17.343976981265495,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65462,0.0,7.38942308397219,UNKNOWN,request for payment number 152976
1715,,,,,,,,,,,
1715,,,,,,,,,,,
1715,Request Payment,17.358451540407348,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65462,0.0,7.38942308397219,UNKNOWN,request for payment number 152976
1715,,,,,,,,,,,
1716,Request For Payment SUBMITTED by EMPLOYEE,17.344258495147642,STAFF MEMBER,EMPLOYEE,project 503,task 66014,organizational unit 65461,0.0,228.91697430781844,activity 505,request for payment number 159408
1716,,,,,,,,,,,
1716,,,,,,,,,,,
1716,Request For Payment FINAL_APPROVED by SUPERVISOR,17.362777080178418,STAFF MEMBER,SUPERVISOR,project 503,task 66014,organizational unit 65461,0.0,228.91697430781844,activity 505,request for payment number 159408
1716,,,,,,,,,,,
1716,,,,,,,,,,,
1717,Request For Payment SUBMITTED by EMPLOYEE,17.34461238061082,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65465,0.0,100.84991848187528,UNKNOWN,request for payment number 153431
1717,,,,,,,,,,,
1717,,,,,,,,,,,
1717,Request For Payment FINAL_APPROVED by SUPERVISOR,17.346457607200946,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65465,0.0,100.84991848187528,UNKNOWN,request for payment number 153431
1717,,,,,,,,,,,
1717,,,,,,,,,,,
1718,Request For Payment SUBMITTED by EMPLOYEE,17.3455898652113,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65456,0.0,271.65899297065323,UNKNOWN,request for payment number 152825
1718,,,,,,,,,,,
1718,,,,,,,,,,,
1718,Request Payment,17.378233415812836,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65456,0.0,271.65899297065323,UNKNOWN,request for payment number 152825
1718,,,,,,,,,,,
1719,Request For Payment SUBMITTED by EMPLOYEE,17.34564433724595,STAFF MEMBER,EMPLOYEE,project 503,task 153871,organizational unit 65461,0.0,470.2135321173964,activity 505,request for payment number 155190
1719,,,,,,,,,,,
1719,,,,,,,,,,,
1719,Request Payment,17.361447876996515,SYSTEM,UNDEFINED,project 503,task 153871,organizational unit 65461,0.0,470.2135321173964,activity 505,request for payment number 155190
1719,,,,,,,,,,,
1720,Request For Payment SUBMITTED by EMPLOYEE,17.34576074332657,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65454,0.0,105.13896386803049,UNKNOWN,request for payment number 159414
1720,,,,,,,,,,,
1720,,,,,,,,,,,
1720,Request Payment,17.363176645646572,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65454,0.0,105.13896386803049,UNKNOWN,request for payment number 159414
1720,,,,,,,,,,,
1721,Request For Payment SUBMITTED by EMPLOYEE,17.345830820694708,STAFF MEMBER,EMPLOYEE,project 147556,task 726,organizational unit 65461,0.0,48.80846642920194,UNKNOWN,request for payment number 155195
1721,,,,,,,,,,,
1721,,,,,,,,,,,
1721,Request For Payment FINAL_APPROVED by SUPERVISOR,17.357892550687833,STAFF MEMBER,SUPERVISOR,project 147556,task 726,organizational unit 65461,0.0,48.80846642920194,UNKNOWN,request for payment number 155195
1721,,,,,,,,,,,
1721,,,,,,,,,,,
1722,Request For Payment SUBMITTED by EMPLOYEE,17.345882174443847,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,79.39757896874174,UNKNOWN,request for payment number 155201
1722,,,,,,,,,,,
1722,,,,,,,,,,,
1722,Request For Payment SUBMITTED by EMPLOYEE,17.346203536873343,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,79.39757896874174,UNKNOWN,request for payment number 155201
1722,,,,,,,,,,,
1722,,,,,,,,,,,
1722,Request For Payment FINAL_APPROVED by SUPERVISOR,17.348228887660877,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,79.39757896874174,UNKNOWN,request for payment number 155201
1722,,,,,,,,,,,
1722,,,,,,,,,,,
1723,Request For Payment SUBMITTED by EMPLOYEE,17.345951071623535,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65473,0.0,13.709404598517484,UNKNOWN,request for payment number 153437
1723,,,,,,,,,,,
1723,,,,,,,,,,,
1723,Request For Payment FINAL_APPROVED by SUPERVISOR,17.35828762021835,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65473,0.0,13.709404598517484,UNKNOWN,request for payment number 153437
1723,,,,,,,,,,,
1723,,,,,,,,,,,
1724,Request For Payment SUBMITTED by EMPLOYEE,17.345969232504512,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65461,0.0,100.38550761168584,UNKNOWN,request for payment number 159419
1724,,,,,,,,,,,
1724,,,,,,,,,,,
1724,Request Payment,17.364050036424,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65461,0.0,100.38550761168584,UNKNOWN,request for payment number 159419
1724,,,,,,,,,,,
1725,Request For Payment SUBMITTED by EMPLOYEE,17.346020227666617,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65462,0.0,145.72499800594855,UNKNOWN,request for payment number 159339
1725,,,,,,,,,,,
1725,,,,,,,,,,,
1725,Request For Payment FINAL_APPROVED by SUPERVISOR,17.36336509874088,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65462,0.0,145.72499800594855,UNKNOWN,request for payment number 159339
1725,,,,,,,,,,,
1725,,,,,,,,,,,
1726,Request For Payment SUBMITTED by EMPLOYEE,17.346023683878737,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65462,0.0,85.37424125601027,UNKNOWN,request for payment number 155210
1726,,,,,,,,,,,
1726,,,,,,,,,,,
1726,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363364263936866,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65462,0.0,85.37424125601027,UNKNOWN,request for payment number 155210
1726,,,,,,,,,,,
1726,,,,,,,,,,,
1727,Request For Payment SUBMITTED by EMPLOYEE,17.346025411980317,STAFF MEMBER,EMPLOYEE,project 148309,UNKNOWN,organizational unit 65462,0.0,8.83181806096658,UNKNOWN,request for payment number 155922
1727,,,,,,,,,,,
1727,,,,,,,,,,,
1727,Request For Payment FINAL_APPROVED by SUPERVISOR,17.363363112481906,STAFF MEMBER,SUPERVISOR,project 148309,UNKNOWN,organizational unit 65462,0.0,8.83181806096658,UNKNOWN,request for payment number 155922
1727,,,,,,,,,,,
1727,,,,,,,,,,,
1728,Request For Payment SUBMITTED by EMPLOYEE,17.346030361949676,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65469,0.0,89.6293580855946,UNKNOWN,request for payment number 157003
1728,,,,,,,,,,,
1728,,,,,,,,,,,
1728,Request Payment,17.358227235501715,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65469,0.0,89.6293580855946,UNKNOWN,request for payment number 157003
1728,,,,,,,,,,,
1729,Request For Payment SUBMITTED by EMPLOYEE,17.346049575799768,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65468,0.0,98.75792448852448,UNKNOWN,request for payment number 159441
1729,,,,,,,,,,,
1729,,,,,,,,,,,
