CaseID,Activity,CompleteTimestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource,CumTimeInterval
4222,,,,,,
4222,,,,,,
4223,Creation,2018-09-12 10:00:13,1.0,AB47,G,21846026.0
4223,Letter,2018-09-14 00:00:00,1.0,AB47,G,21982813.0
4223,,,,,,
4223,,,,,,
4223,,,,,,
4223,Completed,2018-09-17 11:48:37,1.0,AB47,G,22284530.0
4224,Creation,2018-09-12 10:19:46,0.0,AB58,E,21847199.0
4224,DeviceReceived,2018-09-19 14:36:21,0.0,AB58,E,22467394.0
4224,,,,,,
4224,Letter,2018-10-23 00:00:00,0.0,AB58,E,25352413.0
4224,,,,,,
4224,,,,,,
4224,Completed,2018-10-25 14:05:08,0.0,AB58,E,25575921.0
4225,Creation,2018-09-12 11:14:05,1.0,AB52,L,21850458.0
4225,DeviceReceived,2018-09-14 08:36:35,1.0,AB52,L,22013808.0
4225,,,,,,
4225,Transmission,2018-09-19 08:50:56,1.0,AB52,L,22446669.0
4225,Approved,2018-09-19 11:33:35,1.0,AB52,L,22456428.0
4225,,,,,,
4225,,,,,,
4226,,,,,,
4226,,,,,,
4226,Letter,2018-09-21 00:00:00,1.0,AB25,E,22587613.0
4226,,,,,,
4226,,,,,,
4226,,,,,,
4226,Completed,2018-09-24 11:23:21,1.0,AB25,E,22887814.0
4227,Creation,2018-01-24 11:18:06,0.0,AB49,L,1892299.0
4227,DeviceReceived,2018-01-27 12:33:47,0.0,AB49,L,2156040.0
4227,,,,,,
4227,Transmission,2018-02-02 13:38:46,0.0,AB49,L,2678339.0
4227,InDelivery,2018-02-05 00:00:00,0.0,AB49,L,2888413.0
4227,NoteHotline,2018-02-05 07:54:56,0.0,AB49,L,2916909.0
4227,,,,,,
4227,,,,,,
4228,,,,,,
4228,,,,,,
4228,,,,,,
4228,,,,,,
4228,InDelivery,2018-10-05 00:00:00,0.0,AB22,J,23797213.0
4228,Completed,2018-10-05 11:41:44,0.0,AB22,J,23839317.0
4229,,,,,,
4229,DeviceReceived,2018-09-18 08:13:42,0.0,AB52,L,22358035.0
4229,,,,,,
4229,,,,,,
4229,NoteHotline,2018-09-25 08:47:08,0.0,AB52,L,22964841.0
4229,,,,,,
4229,,,,,,
4230,Creation,2018-09-12 09:59:56,1.0,AB56,E,21846009.0
4230,,,,,,
4230,DeviceReceived,2018-09-18 14:20:41,1.0,AB56,E,22380054.0
4230,,,,,,
4230,,,,,,
4230,,,,,,
4231,Creation,2018-09-12 10:48:46,1.0,AB8,E,21848939.0
4231,Letter,2018-09-13 00:00:00,1.0,AB8,E,21896413.0
4231,,,,,,
4231,,,,,,
4231,InDelivery,2018-09-14 00:00:00,1.0,AB8,E,21982813.0
4231,NoteWorkshop,2018-09-14 07:41:01,1.0,AB8,E,22010474.0
4231,Completed,2018-09-14 07:49:42,1.0,AB8,E,22010995.0
4232,Creation,2018-09-12 11:06:49,0.0,AB8,E,21850022.0
4232,,,,,,
4232,,,,,,
4232,StockEntry,2018-10-10 00:00:00,0.0,AB8,E,24229213.0
4232,,,,,,
4232,,,,,,
4232,,,,,,
4232,Completed,2018-10-10 14:30:26,0.0,AB8,E,24281439.0
4232,,,,,,
4233,,,,,,
4233,,,,,,
4233,,,,,,
4233,StockEntry,2018-09-17 00:00:00,1.0,AB24,E,22242013.0
4233,InDelivery,2018-09-17 00:00:00,1.0,AB24,E,22242013.0
4233,Completed,2018-09-17 08:15:51,1.0,AB24,E,22271764.0
4233,,,,,,
4234,Creation,2018-09-12 14:20:34,1.0,AB41,E,21861647.0
4234,,,,,,
4234,,,,,,
4234,,,,,,
4234,InDelivery,2018-09-18 00:00:00,1.0,AB41,E,22328413.0
4234,NoteWorkshop,2018-09-18 09:17:49,1.0,AB41,E,22361882.0
4234,,,,,,
4235,,,,,,
4235,Letter,2018-09-17 00:00:00,1.0,AB61,L,22242013.0
4235,,,,,,
4235,Transmission,2018-09-17 15:29:08,1.0,AB61,L,22297761.0
4235,Approved,2018-09-17 16:20:54,1.0,AB61,L,22300867.0
4235,,,,,,
4235,InDelivery,2018-09-18 00:00:00,1.0,AB61,L,22328413.0
4235,Completed,2018-09-18 11:19:57,1.0,AB61,L,22369210.0
4236,,,,,,
4236,InDelivery,2018-02-13 00:00:00,1.0,AB22,G,3579613.0
4236,DeviceReceived,2018-02-13 08:58:37,1.0,AB22,G,3611930.0
4236,NoteWorkshop,2018-02-13 09:53:17,1.0,AB22,G,3615210.0
4236,Completed,2018-02-13 10:24:12,1.0,AB22,G,3617065.0
4237,Creation,2018-09-12 16:31:35,0.0,AB49,E,21869508.0
4237,NoteHotline,2018-09-12 16:34:28,0.0,AB49,E,21869681.0
4237,DeviceReceived,2018-09-18 14:37:54,0.0,AB49,E,22381087.0
4237,Letter,2018-10-23 00:00:00,0.0,AB49,E,25352413.0
4237,StockEntry,2018-10-26 00:00:00,0.0,AB49,E,25611613.0
4237,InDelivery,2018-10-26 00:00:00,0.0,AB49,E,25611613.0
4237,,,,,,
4238,,,,,,
4238,,,,,,
4238,NoteWorkshop,2018-09-27 10:14:30,0.0,AB62,E,23142883.0
4238,,,,,,
4238,,,,,,
4238,,,,,,
4238,,,,,,
4239,Letter,2018-09-12 00:00:00,1.0,AB59,,21810013.0
4239,Creation,2018-09-12 10:23:26,1.0,AB59,,21847419.0
4239,,,,,,
4239,NoteWorkshop,2018-09-12 10:25:35,1.0,AB59,,21847548.0
4239,Transmission,2018-09-12 10:52:57,1.0,AB59,,21849190.0
4239,,,,,,
4239,NoteHotline,2018-09-12 15:02:59,1.0,AB59,,21864192.0
4239,,,,,,
4239,,,,,,
4239,,,,,,
4240,Letter,2018-09-12 00:00:00,1.0,AB8,,21810013.0
4240,,,,,,
4240,InDelivery,2018-09-12 00:00:00,1.0,AB8,,21810013.0
4240,,,,,,
4240,DeviceReceived,2018-09-12 10:45:22,1.0,AB8,,21848735.0
4240,,,,,,
4240,Completed,2018-09-12 13:43:30,1.0,AB8,,21859423.0
4240,,,,,,
4241,Creation,2018-09-12 10:50:55,0.0,AB61,,21849068.0
4241,,,,,,
4241,,,,,,
4241,Letter,2018-10-25 00:00:00,0.0,AB61,,25525213.0
4241,StockEntry,2018-10-25 00:00:00,0.0,AB61,,25525213.0
4241,InDelivery,2018-10-25 00:00:00,0.0,AB61,,25525213.0
4241,Completed,2018-10-25 07:47:58,0.0,AB61,,25553291.0
4241,NoteHotline,2018-10-25 11:54:35,0.0,AB61,,25568088.0
4242,,,,,,
4242,NoteHotline,2018-09-12 07:49:52,1.0,AB52,L,21838205.0
4242,,,,,,
4242,,,,,,
4242,,,,,,
4242,Completed,2018-09-19 10:18:08,1.0,AB52,L,22451901.0
4243,Creation,2018-09-12 07:55:22,0.0,AB52,L,21838535.0
4243,,,,,,
4243,,,,,,
4243,InDelivery,2018-10-26 00:00:00,0.0,AB52,L,25611613.0
4243,Completed,2018-10-26 12:39:47,0.0,AB52,L,25657200.0
4243,NoteWorkshop,2018-10-26 12:41:12,0.0,AB52,L,25657285.0
4244,,,,,,
4244,Letter,2018-02-12 00:00:00,0.0,AB8,E,3493213.0
4244,DeviceReceived,2018-02-12 11:52:53,0.0,AB8,E,3535986.0
4244,,,,,,
4244,,,,,,
4244,InDelivery,2018-02-20 00:00:00,0.0,AB8,E,4184413.0
4244,,,,,,
4244,Completed,2018-02-20 11:55:52,0.0,AB8,E,4227365.0
4245,,,,,,
4245,,,,,,
4245,DeviceReceived,2018-09-14 12:22:26,0.0,AB8,E,22027359.0
4245,,,,,,
4245,NoteWorkshop,2018-09-17 09:18:26,0.0,AB8,E,22275519.0
4245,,,,,,
4245,,,,,,
4246,,,,,,
4246,NoteHotline,2018-09-12 09:56:22,1.0,AB53,E,21845795.0
4246,,,,,,
4246,,,,,,
4246,,,,,,
4246,,,,,,
4246,,,,,,
4246,,,,,,
4247,,,,,,
4247,,,,,,
4247,,,,,,
4247,InDelivery,2018-09-24 00:00:00,1.0,AB8,E,22846813.0
4247,NoteWorkshop,2018-09-24 09:53:48,1.0,AB8,E,22882441.0
4247,,,,,,
4247,Completed,2019-01-02 09:32:25,1.0,AB8,E,31521158.0
4248,,,,,,
4248,DeviceReceived,2018-09-19 09:46:08,0.0,AB59,L,22449981.0
4248,,,,,,
4248,Transmission,2018-09-20 09:52:30,0.0,AB59,L,22536763.0
4248,Approved,2018-10-04 10:57:37,0.0,AB59,L,23750270.0
4248,,,,,,
4248,,,,,,
4248,,,,,,
4249,Creation,2018-09-12 10:45:04,0.0,AB61,L,21848717.0
4249,DeviceReceived,2018-09-19 13:18:16,0.0,AB61,L,22462709.0
4249,,,,,,
4249,,,,,,
4249,Transmission,2018-09-26 08:32:39,0.0,AB61,L,23050372.0
4249,,,,,,
4249,Approved,2018-11-06 13:14:13,0.0,AB61,L,26609666.0
4249,,,,,,
4249,Completed,2018-11-06 13:54:27,0.0,AB61,L,26612080.0
4250,,,,,,
4250,,,,,,
4250,Transmission,2018-09-20 09:06:10,0.0,AB31,L,22533983.0
4250,,,,,,
4250,Approved,2018-09-21 12:41:50,0.0,AB31,L,22633323.0
4250,,,,,,
4250,Completed,2018-09-24 06:24:12,0.0,AB31,L,22869865.0
4251,Creation,2018-09-12 11:36:31,1.0,AB26,L,21851804.0
4251,,,,,,
4251,Transmission,2018-09-19 13:19:54,1.0,AB26,L,22462807.0
4251,InDelivery,2018-09-20 00:00:00,1.0,AB26,L,22501213.0
4251,Approved,2018-09-20 08:22:35,1.0,AB26,L,22531368.0
4251,NoteHotline,2018-09-20 08:22:40,1.0,AB26,L,22531373.0
4251,NoteWorkshop,2018-09-20 09:39:03,1.0,AB26,L,22535956.0
4251,,,,,,
4252,,,,,,
4252,DeviceReceived,2018-09-15 10:14:16,1.0,AB52,L,22106069.0
4252,,,,,,
4252,Transmission,2018-09-19 09:19:49,1.0,AB52,L,22448402.0
4252,Approved,2018-09-19 11:08:36,1.0,AB52,L,22454929.0
4252,,,,,,
4252,Completed,2018-09-19 11:22:46,1.0,AB52,L,22455779.0
4253,,,,,,
4253,DeviceReceived,2018-01-08 13:08:11,1.0,AB55,L,516504.0
4253,Letter,2018-01-09 00:00:00,1.0,AB55,L,555613.0
4253,InDelivery,2018-01-10 00:00:00,1.0,AB55,L,642013.0
4253,,,,,,
4254,,,,,,
4254,,,,,,
4254,InDelivery,2018-01-24 00:00:00,1.0,AB43,,1851613.0
4254,Creation,2018-01-24 09:38:37,1.0,AB43,,1886330.0
4254,DeviceReceived,2018-01-24 09:38:54,1.0,AB43,,1886347.0
4254,NoteHotline,2018-01-24 09:39:23,1.0,AB43,,1886376.0
4254,,,,,,
4255,Creation,2018-09-12 13:08:38,0.0,AB52,L,21857331.0
4255,,,,,,
4255,,,,,,
4255,Approved,2018-10-18 13:43:48,0.0,AB52,L,24969841.0
4255,,,,,,
4255,,,,,,
4255,Completed,2018-10-19 08:15:38,0.0,AB52,L,25036551.0
4256,Creation,2018-09-12 13:44:30,0.0,AB52,E,21859483.0
4256,,,,,,
4256,StatusRequest,2018-09-26 14:42:10,0.0,AB52,E,23072543.0
4256,,,,,,
4256,InDelivery,2018-09-27 00:00:00,0.0,AB52,E,23106013.0
4256,NoteWorkshop,2018-09-27 09:06:29,0.0,AB52,E,23138802.0
4256,Completed,2018-09-27 09:07:48,0.0,AB52,E,23138881.0
4257,Creation,2018-09-12 14:30:26,1.0,AB62,L,21862239.0
4257,,,,,,
4257,Letter,2018-11-20 00:00:00,1.0,AB62,L,27771613.0
4257,,,,,,
4257,,,,,,
4257,,,,,,
4257,NoteWorkshop,2018-11-20 14:02:38,1.0,AB62,L,27822171.0
4257,Completed,2018-11-20 14:28:21,1.0,AB62,L,27823714.0
4258,,,,,,
4258,Letter,2018-09-19 00:00:00,1.0,AB52,L,22414813.0
4258,,,,,,
4258,,,,,,
4258,Completed,2018-09-21 11:05:54,1.0,AB52,L,22627567.0
4259,,,,,,
4259,,,,,,
4259,DeviceReceived,2018-09-12 14:05:15,0.0,AB59,,21860728.0
4259,,,,,,
4259,,,,,,
4259,,,,,,
4259,InDelivery,2018-09-24 00:00:00,0.0,AB59,,22846813.0
4259,,,,,,
4260,Creation,2018-09-12 14:11:03,0.0,AB36,,21861076.0
4260,DeviceReceived,2018-09-12 14:11:19,0.0,AB36,,21861092.0
4260,NoteHotline,2018-09-12 14:15:25,0.0,AB36,,21861338.0
4260,Letter,2018-09-24 00:00:00,0.0,AB36,,22846813.0
4260,,,,,,
4260,,,,,,
4260,,,,,,
4260,Completed,2018-09-25 07:41:27,0.0,AB36,,22960900.0
4261,Creation,2018-09-12 09:17:03,0.0,AB33,E,21843436.0
4261,Letter,2018-09-17 00:00:00,0.0,AB33,E,22242013.0
4261,DeviceReceived,2018-09-17 11:15:04,0.0,AB33,E,22282517.0
4261,NoteWorkshop,2018-09-27 11:08:26,0.0,AB33,E,23146119.0
4261,Transmission,2018-09-27 11:27:09,0.0,AB33,E,23147242.0
4261,,,,,,
4261,,,,,,
4261,Approved,2018-09-28 08:48:45,0.0,AB33,E,23224138.0
4261,,,,,,
4261,NoteHotline,2018-10-05 10:09:53,0.0,AB33,E,23833806.0
4262,,,,,,
4262,,,,,,
4262,InDelivery,2018-01-24 00:00:00,1.0,AB41,,1851613.0
4262,Creation,2018-01-24 13:17:02,1.0,AB41,,1899435.0
4262,,,,,,
4262,NoteWorkshop,2018-01-24 13:23:31,1.0,AB41,,1899824.0
4262,,,,,,
4262,Completed,2018-01-24 14:03:29,1.0,AB41,,1902222.0
4263,Creation,2018-09-12 09:20:48,0.0,AB49,L,21843661.0
4263,,,,,,
4263,Letter,2018-09-19 00:00:00,0.0,AB49,L,22414813.0
4263,Transmission,2018-09-19 09:26:07,0.0,AB49,L,22448780.0
4263,Approved,2018-09-19 09:41:27,0.0,AB49,L,22449700.0
4263,NoteHotline,2018-09-19 09:42:12,0.0,AB49,L,22449745.0
4263,InDelivery,2018-09-24 00:00:00,0.0,AB49,L,22846813.0
4263,,,,,,
4264,Creation,2018-09-12 09:29:28,0.0,AB62,L,21844181.0
4264,,,,,,
4264,,,,,,
4264,NoteHotline,2018-10-29 13:37:22,0.0,AB62,L,25919855.0
4264,InDelivery,2018-10-30 00:00:00,0.0,AB62,L,25957213.0
4264,NoteWorkshop,2018-10-30 10:14:47,0.0,AB62,L,25994100.0
4264,Completed,2018-10-30 10:24:33,0.0,AB62,L,25994686.0
4265,Creation,2018-09-12 10:00:53,0.0,AB62,L,21846066.0
4265,Letter,2018-09-20 00:00:00,0.0,AB62,L,22501213.0
4265,,,,,,
4265,,,,,,
4265,NoteHotline,2018-09-20 13:19:38,0.0,AB62,L,22549191.0
4265,,,,,,
4265,NoteWorkshop,2018-10-27 09:48:15,0.0,AB62,L,25733308.0
4265,,,,,,
4266,,,,,,
4266,DeviceReceived,2018-09-19 13:18:25,0.0,AB49,L,22462718.0
4266,NoteWorkshop,2018-09-19 14:20:37,0.0,AB49,L,22466450.0
4266,Transmission,2018-09-24 11:16:12,0.0,AB49,L,22887385.0
4266,,,,,,
4266,NoteHotline,2018-09-24 11:44:04,0.0,AB49,L,22889057.0
4266,InDelivery,2018-09-25 00:00:00,0.0,AB49,L,22933213.0
4266,Completed,2018-09-25 06:30:40,0.0,AB49,L,22956653.0
4267,,,,,,
4267,,,,,,
4267,Letter,2018-09-19 00:00:00,0.0,AB49,L,22414813.0
4267,NoteWorkshop,2018-09-19 09:25:22,0.0,AB49,L,22448735.0
4267,,,,,,
4267,,,,,,
4267,,,,,,
4268,,,,,,
4268,,,,,,
4268,Letter,2018-09-24 00:00:00,0.0,AB62,L,22846813.0
4268,,,,,,
4268,InDelivery,2018-10-29 00:00:00,0.0,AB62,L,25870813.0
4268,,,,,,
4268,,,,,,
4268,NoteHotline,2018-11-14 09:24:08,0.0,AB62,L,27287061.0
4269,,,,,,
4269,,,,,,
4269,DeviceReceived,2018-09-18 14:16:40,0.0,AB62,E,22379813.0
4269,,,,,,
4269,NoteWorkshop,2018-10-17 12:44:01,0.0,AB62,E,24879854.0
4269,StockEntry,2018-10-25 00:00:00,0.0,AB62,E,25525213.0
4269,,,,,,
4269,Completed,2018-10-25 06:48:22,0.0,AB62,E,25549715.0
4270,,,,,,
4270,,,,,,
4270,,,,,,
4270,,,,,,
4270,InDelivery,2018-10-27 00:00:00,0.0,AB49,L,25698013.0
4270,NoteWorkshop,2018-10-27 06:29:12,0.0,AB49,L,25721365.0
4270,Completed,2018-10-27 06:32:39,0.0,AB49,L,25721572.0
4271,,,,,,
4271,DeviceReceived,2018-09-18 11:21:05,0.0,AB44,J,22369278.0
4271,,,,,,
4271,Transmission,2018-10-01 11:03:18,0.0,AB44,J,23491411.0
4271,InDelivery,2018-10-10 00:00:00,0.0,AB44,J,24229213.0
4271,,,,,,
4271,,,,,,
4271,Completed,2018-10-10 16:35:04,0.0,AB44,J,24288917.0
4272,Creation,2018-09-12 15:18:31,1.0,AB65,L,21865124.0
4272,,,,,,
4272,Transmission,2018-09-18 15:12:44,1.0,AB65,L,22383177.0
4272,,,,,,
4272,NoteHotline,2018-09-19 14:57:17,1.0,AB65,L,22468650.0
4272,,,,,,
4272,,,,,,
4273,,,,,,
4273,DeviceReceived,2018-09-18 09:50:41,1.0,AB49,L,22363854.0
4273,Letter,2018-09-19 00:00:00,1.0,AB49,L,22414813.0
4273,Transmission,2018-09-20 10:14:15,1.0,AB49,L,22538068.0
4273,,,,,,
4273,NoteHotline,2018-09-20 14:10:00,1.0,AB49,L,22552213.0
4273,,,,,,
4273,,,,,,
4274,,,,,,
4274,,,,,,
4274,Transmission,2018-09-25 10:36:46,1.0,AB28,L,22971419.0
4274,Approved,2018-09-25 13:08:20,1.0,AB28,L,22980513.0
4274,,,,,,
4274,,,,,,
4274,,,,,,
4275,,,,,,
4275,Letter,2018-09-20 00:00:00,0.0,AB59,L,22501213.0
4275,,,,,,
4275,NoteWorkshop,2018-09-20 14:12:39,0.0,AB59,L,22552372.0
4275,,,,,,
4275,,,,,,
4275,,,,,,
4275,,,,,,
4275,,,,,,
4276,,,,,,
4276,,,,,,
4276,,,,,,
4276,NoteHotline,2018-10-10 17:00:50,0.0,AF3,E,24290463.0
4276,,,,,,
4276,InDelivery,2018-10-11 00:00:00,0.0,AF3,E,24315613.0
4276,,,,,,
4276,Completed,2018-10-11 09:53:45,0.0,AF3,E,24351238.0
4277,,,,,,
4277,,,,,,
4277,,,,,,
4277,NoteWorkshop,2018-09-20 09:51:43,0.0,AB49,L,22536716.0
4277,InDelivery,2018-10-25 00:00:00,0.0,AB49,L,25525213.0
4277,Completed,2018-10-25 13:20:48,0.0,AB49,L,25573261.0
4278,Creation,2018-01-24 08:44:30,1.0,AB41,E,1883083.0
4278,,,,,,
4278,DeviceReceived,2018-01-29 12:56:09,1.0,AB41,E,2330182.0
4278,,,,,,
4278,,,,,,
4278,,,,,,
4278,,,,,,
4279,,,,,,
4279,NoteHotline,2018-09-12 10:07:05,1.0,AB20,E,21846438.0
4279,Letter,2018-09-17 00:00:00,1.0,AB20,E,22242013.0
4279,,,,,,
4279,StockEntry,2018-09-18 00:00:00,1.0,AB20,E,22328413.0
4279,InDelivery,2018-09-18 00:00:00,1.0,AB20,E,22328413.0
4279,NoteWorkshop,2018-09-18 11:40:35,1.0,AB20,E,22370448.0
4279,,,,,,
4280,Creation,2018-09-12 10:57:52,0.0,AB62,L,21849485.0
4280,,,,,,
4280,,,,,,
4280,,,,,,
4280,,,,,,
4280,NoteHotline,2018-09-20 13:45:55,0.0,AB62,L,22550768.0
4280,,,,,,
4280,,,,,,
4281,,,,,,
4281,,,,,,
4281,,,,,,
4281,,,,,,
4281,,,,,,
4281,,,,,,
4281,Completed,2018-10-25 13:12:21,0.0,AB62,L,25572754.0
4282,Creation,2018-09-12 13:31:19,0.0,AB52,E,21858692.0
4282,,,,,,
4282,,,,,,
4282,,,,,,
4282,,,,,,
4282,,,,,,
4282,Completed,2018-10-25 16:25:44,0.0,AB52,E,25584357.0
4283,Creation,2018-09-13 09:32:33,1.0,AB65,L,21930766.0
4283,,,,,,
4283,InDelivery,2018-09-24 00:00:00,1.0,AB65,L,22846813.0
4283,,,,,,
4284,Creation,2018-01-24 09:46:32,1.0,AB44,E,1886805.0
4284,,,,,,
4284,,,,,,
4284,,,,,,
4284,InDelivery,2018-01-30 00:00:00,1.0,AB44,E,2370013.0
4284,NoteWorkshop,2018-01-30 10:13:55,1.0,AB44,E,2406848.0
4284,,,,,,
4285,Creation,2018-09-13 12:31:12,0.0,AB61,L,21941485.0
4285,DeviceReceived,2018-09-18 10:03:22,0.0,AB61,L,22364615.0
4285,Letter,2018-09-19 00:00:00,0.0,AB61,L,22414813.0
4285,,,,,,
4285,Approved,2018-09-20 13:26:11,0.0,AB61,L,22549584.0
4285,,,,,,
4285,,,,,,
4285,,,,,,
4286,Creation,2018-09-13 10:05:14,0.0,AB49,L,21932727.0
4286,,,,,,
4286,Letter,2018-09-17 00:00:00,0.0,AB49,L,22242013.0
4286,Transmission,2018-09-18 12:43:52,0.0,AB49,L,22374245.0
4286,Approved,2018-09-28 09:29:06,0.0,AB49,L,23226559.0
4286,NoteHotline,2018-09-28 09:33:48,0.0,AB49,L,23226841.0
4286,InDelivery,2018-10-01 00:00:00,0.0,AB49,L,23451613.0
4286,,,,,,
4287,,,,,,
4287,,,,,,
4287,Letter,2018-09-25 00:00:00,0.0,AB33,E,22933213.0
4287,,,,,,
4287,,,,,,
4287,InDelivery,2018-10-04 00:00:00,0.0,AB33,E,23710813.0
4287,,,,,,
4288,Creation,2018-09-13 12:15:17,0.0,AB49,L,21940530.0
4288,DeviceReceived,2018-09-19 13:19:15,0.0,AB49,L,22462768.0
4288,,,,,,
4288,,,,,,
4288,,,,,,
4288,Transmission,2018-09-25 08:15:38,0.0,AB49,L,22962951.0
4288,Approved,2018-09-27 14:38:08,0.0,AB49,L,23158701.0
4288,,,,,,
4288,InDelivery,2018-09-28 00:00:00,0.0,AB49,L,23192413.0
4288,,,,,,
4289,Creation,2018-09-13 12:20:20,0.0,AB31,L,21940833.0
4289,DeviceReceived,2018-09-19 11:55:35,0.0,AB31,L,22457748.0
4289,Transmission,2018-09-19 13:24:21,0.0,AB31,L,22463074.0
4289,,,,,,
4289,,,,,,
4289,,,,,,
4289,Completed,2018-10-05 11:35:50,0.0,AB31,L,23838963.0
4290,Creation,2018-09-13 12:27:43,0.0,AB22,J,21941276.0
4290,,,,,,
4290,DeviceReceived,2018-09-17 11:04:49,0.0,AB22,J,22281902.0
4290,StatusRequest,2018-09-27 10:56:41,0.0,AB22,J,23145414.0
4290,,,,,,
4290,Completed,2018-09-28 17:45:47,0.0,AB22,J,23256360.0
4290,NoteWorkshop,2018-10-01 10:27:36,0.0,AB22,J,23489269.0
4291,Creation,2018-09-13 14:21:32,0.0,AB20,J,21948105.0
4291,DeviceReceived,2018-09-15 13:31:10,0.0,AB20,J,22117883.0
4291,StatusRequest,2018-09-24 09:37:00,0.0,AB20,J,22881433.0
4291,NoteWorkshop,2018-09-28 16:37:21,0.0,AB20,J,23252254.0
4291,,,,,,
4291,Approved,2018-10-30 08:22:04,0.0,AB20,J,25987337.0
4291,NoteHotline,2018-10-30 08:22:14,0.0,AB20,J,25987347.0
4291,Transmission,2018-10-30 11:26:17,0.0,AB20,J,25998390.0
4291,Completed,2018-10-30 11:27:32,0.0,AB20,J,25998465.0
4292,Creation,2018-09-13 14:27:25,0.0,AB52,L,21948458.0
4292,,,,,,
4292,,,,,,
4292,Letter,2018-10-15 00:00:00,0.0,AB52,L,24661213.0
4292,NoteWorkshop,2018-10-15 08:10:07,0.0,AB52,L,24690620.0
4292,,,,,,
4292,Completed,2018-10-30 06:48:28,0.0,AB52,L,25981721.0
4293,,,,,,
4293,,,,,,
4293,DeviceReceived,2018-09-21 09:43:51,1.0,AB61,L,22622644.0
4293,,,,,,
4293,,,,,,
4293,,,,,,
4293,NoteHotline,2018-09-24 08:20:39,1.0,AB61,L,22876852.0
4293,Completed,2018-09-24 08:37:54,1.0,AB61,L,22877887.0
4294,,,,,,
4294,,,,,,
4294,DeviceReceived,2018-02-03 15:41:40,1.0,AB20,J,2772113.0
4294,InDelivery,2018-02-07 00:00:00,1.0,AB20,J,3061213.0
4294,,,,,,
4294,Completed,2018-02-07 09:34:10,1.0,AB20,J,3095663.0
4295,Creation,2018-09-13 14:36:28,1.0,AB52,L,21949001.0
4295,,,,,,
4295,Transmission,2018-09-27 13:05:23,1.0,AB52,L,23153136.0
4295,,,,,,
4295,Approved,2018-10-01 08:31:28,1.0,AB52,L,23482301.0
4295,,,,,,
4295,Completed,2018-10-01 08:53:24,1.0,AB52,L,23483617.0
4296,Creation,2018-09-13 14:47:12,0.0,AB41,J,21949645.0
4296,DeviceReceived,2018-09-19 13:37:49,0.0,AB41,J,22463882.0
4296,,,,,,
4296,InDelivery,2018-10-01 00:00:00,0.0,AB41,J,23451613.0
4296,,,,,,
4296,,,,,,
4296,,,,,,
4297,Creation,2018-09-13 14:48:00,0.0,AB52,J,21949693.0
4297,,,,,,
4297,,,,,,
4297,Transmission,2018-10-04 16:24:17,0.0,AB52,J,23769870.0
4297,Approved,2018-10-05 15:05:43,0.0,AB52,J,23851556.0
4297,NoteHotline,2018-10-05 15:05:50,0.0,AB52,J,23851563.0
4297,,,,,,
4297,,,,,,
4298,,,,,,
4298,Letter,2018-09-14 00:00:00,0.0,AG5,E,21982813.0
4298,,,,,,
4298,StockEntry,2018-09-27 00:00:00,0.0,AG5,E,23106013.0
4298,InDelivery,2018-09-27 00:00:00,0.0,AG5,E,23106013.0
4298,NoteWorkshop,2018-09-27 09:59:35,0.0,AG5,E,23141988.0
4298,,,,,,
4299,Creation,2018-09-13 15:27:52,0.0,AB52,L,21952085.0
4299,DeviceReceived,2018-10-17 09:22:54,0.0,AB52,L,24867787.0
4299,Letter,2018-10-20 00:00:00,0.0,AB52,L,25093213.0
4299,Transmission,2018-10-22 08:41:46,0.0,AB52,L,25297319.0
4299,Approved,2018-10-24 09:28:10,0.0,AB52,L,25472903.0
4299,,,,,,
4299,,,,,,
4299,,,,,,
4300,,,,,,
4300,NoteHotline,2018-09-13 15:37:18,0.0,AB61,L,21952651.0
4300,DeviceReceived,2018-11-06 13:15:22,0.0,AB61,L,26609735.0
4300,Letter,2018-11-11 00:00:00,0.0,AB61,L,26994013.0
4300,,,,,,
4300,,,,,,
4300,,,,,,
4301,Creation,2018-09-13 15:41:40,0.0,AB44,J,21952913.0
4301,DeviceReceived,2018-10-05 12:16:41,0.0,AB44,J,23841414.0
4301,NoteWorkshop,2018-10-09 14:22:13,0.0,AB44,J,24194546.0
4301,,,,,,
4301,,,,,,
4301,NoteHotline,2018-10-12 11:22:47,0.0,AB44,J,24442980.0
4301,,,,,,
4301,,,,,,
4302,,,,,,
4302,,,,,,
4302,InDelivery,2018-09-13 00:00:00,1.0,AB19,,21896413.0
4302,,,,,,
4302,,,,,,
4302,Approved,2018-09-13 10:39:04,1.0,AB19,,21934757.0
4302,,,,,,
4302,,,,,,
4302,,,,,,
4303,,,,,,
4303,,,,,,
4303,NoteHotline,2018-09-27 14:46:12,0.0,AB20,J,23159185.0
4303,,,,,,
4303,InDelivery,2018-10-01 00:00:00,0.0,AB20,J,23451613.0
4303,,,,,,
4304,,,,,,
4304,,,,,,
4304,,,,,,
4304,,,,,,
4304,StockEntry,2018-09-17 00:00:00,1.0,AB47,E,22242013.0
4304,,,,,,
4304,NoteWorkshop,2018-09-17 09:32:15,1.0,AB47,E,22276348.0
4304,Completed,2018-09-17 09:32:17,1.0,AB47,E,22276350.0
4305,,,,,,
4305,NoteHotline,2018-09-13 09:07:08,0.0,AB20,J,21929241.0
4305,,,,,,
4305,,,,,,
