CaseID,Activity,CompleteTimestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource,CumTimeInterval
4013,,,,,,
4013,NoteWorkshop,2018-09-18 14:30:57,0.0,AB36,E,22380670.0
4014,,,,,,
4014,Creation,2018-09-07 13:03:48,0.0,AB59,,21425041.0
4014,,,,,,
4014,Transmission,2018-09-14 12:14:36,0.0,AB59,,22026889.0
4014,,,,,,
4014,InDelivery,2018-09-17 00:00:00,0.0,AB59,,22242013.0
4014,,,,,,
4014,NoteWorkshop,2018-09-17 14:30:53,0.0,AB59,,22294266.0
4014,,,,,,
4014,NoteHotline,2018-11-23 14:26:34,0.0,AB59,,28082807.0
4015,,,,,,
4015,DeviceReceived,2018-02-01 08:45:44,0.0,AB40,J,2574357.0
4015,,,,,,
4015,Completed,2018-02-12 12:10:53,0.0,AB40,J,3537066.0
4016,,,,,,
4016,Letter,2018-09-11 00:00:00,0.0,AB34,E,21723613.0
4016,,,,,,
4016,StatusRequest,2018-09-20 09:22:49,0.0,AB34,E,22534982.0
4016,,,,,,
4016,StockEntry,2018-09-24 00:00:00,0.0,AB34,E,22846813.0
4016,,,,,,
4016,Approved,2018-09-24 08:28:09,0.0,AB34,E,22877302.0
4016,,,,,,
4016,NoteWorkshop,2018-09-24 15:22:04,0.0,AB34,E,22902137.0
4016,,,,,,
4017,,,,,,
4017,Letter,2018-09-12 00:00:00,0.0,AB61,E,21810013.0
4017,,,,,,
4017,Transmission,2018-09-24 12:21:28,0.0,AB61,E,22891301.0
4017,,,,,,
4017,InDelivery,2018-09-26 00:00:00,0.0,AB61,E,23019613.0
4017,,,,,,
4017,NoteHotline,2018-09-26 11:46:11,0.0,AB61,E,23061984.0
4017,,,,,,
4017,Completed,2018-09-26 15:17:43,0.0,AB61,E,23074676.0
4018,,,,,,
4018,Letter,2018-09-13 00:00:00,1.0,AB36,G,21896413.0
4018,,,,,,
4018,NoteWorkshop,2018-09-13 11:11:40,1.0,AB36,G,21936713.0
4018,,,,,,
4018,Completed,2018-09-14 12:57:50,1.0,AB36,G,22029483.0
4019,,,,,,
4019,NoteHotline,2018-01-23 15:36:00,1.0,AB41,E,1821373.0
4019,,,,,,
4019,StockEntry,2018-01-30 00:00:00,1.0,AB41,E,2370013.0
4019,,,,,,
4019,NoteWorkshop,2018-01-30 08:36:37,1.0,AB41,E,2401010.0
4019,,,,,,
4020,,,,,,
4020,Letter,2018-09-11 00:00:00,1.0,AB58,G,21723613.0
4020,,,,,,
4020,DeviceReceived,2018-09-11 12:29:40,1.0,AB58,G,21768593.0
4020,,,,,,
4020,Completed,2018-09-11 16:38:39,1.0,AB58,G,21783532.0
4021,,,,,,
4021,Letter,2018-09-17 00:00:00,0.0,AB49,E,22242013.0
4021,,,,,,
4021,StatusRequest,2018-09-24 09:26:21,0.0,AB49,E,22880794.0
4021,,,,,,
4021,Approved,2018-09-24 13:29:05,0.0,AB49,E,22895358.0
4021,,,,,,
4021,StockEntry,2018-09-25 00:00:00,0.0,AB49,E,22933213.0
4021,,,,,,
4021,NoteWorkshop,2018-09-25 10:45:23,0.0,AB49,E,22971936.0
4021,,,,,,
4022,,,,,,
4022,NoteHotline,2018-09-07 15:01:48,1.0,AB55,G,21432121.0
4022,,,,,,
4022,InDelivery,2018-09-19 00:00:00,1.0,AB55,G,22414813.0
4022,,,,,,
4022,NoteWorkshop,2018-09-19 11:12:58,1.0,AB55,G,22455191.0
4022,,,,,,
4023,,,,,,
4023,NoteHotline,2018-09-07 15:04:37,0.0,AB19,E,21432290.0
4023,,,,,,
4023,DeviceReceived,2018-09-13 13:05:12,0.0,AB19,E,21943525.0
4023,,,,,,
4023,InDelivery,2018-09-21 00:00:00,0.0,AB19,E,22587613.0
4023,,,,,,
4023,Completed,2018-09-21 11:02:07,0.0,AB19,E,22627340.0
4023,,,,,,
4024,,,,,,
4024,NoteHotline,2018-09-07 15:10:50,0.0,AB52,E,21432663.0
4024,,,,,,
4024,DeviceReceived,2018-10-02 15:44:19,0.0,AB52,E,23594672.0
4024,,,,,,
4024,StockEntry,2018-10-25 00:00:00,0.0,AB52,E,25525213.0
4024,,,,,,
4024,Completed,2018-10-25 06:37:43,0.0,AB52,E,25549076.0
4025,,,,,,
4025,Letter,2018-09-17 00:00:00,0.0,AB61,E,22242013.0
4025,,,,,,
4025,NoteWorkshop,2018-10-23 09:06:32,0.0,AB61,E,25385205.0
4025,,,,,,
4025,InDelivery,2018-10-24 00:00:00,0.0,AB61,E,25438813.0
4025,,,,,,
4026,,,,,,
4026,DeviceReceived,2018-09-29 06:05:51,0.0,AB52,L,23300764.0
4026,,,,,,
4026,NoteWorkshop,2018-10-30 07:03:34,0.0,AB52,L,25982627.0
4026,,,,,,
4027,,,,,,
4027,DeviceReceived,2018-02-02 14:48:02,0.0,AB20,L,2682495.0
4027,,,,,,
4027,Transmission,2018-02-14 15:40:41,0.0,AB20,L,3722454.0
4027,,,,,,
4027,Approved,2018-02-20 12:01:53,0.0,AB20,L,4227726.0
4027,,,,,,
4027,Completed,2018-02-20 13:04:58,0.0,AB20,L,4231511.0
4028,,,,,,
4028,DeviceReceived,2018-09-13 14:30:58,0.0,AB52,E,21948671.0
4028,,,,,,
4028,Transmission,2018-09-25 14:58:24,0.0,AB52,E,22987117.0
4028,,,,,,
4028,NoteHotline,2018-09-25 15:35:04,0.0,AB52,E,22989317.0
4028,,,,,,
4028,InDelivery,2018-09-26 00:00:00,0.0,AB52,E,23019613.0
4028,,,,,,
4028,Completed,2018-09-26 08:54:22,0.0,AB52,E,23051675.0
4029,,,,,,
4029,Letter,2018-09-14 00:00:00,0.0,AB41,E,21982813.0
4029,,,,,,
4029,StockEntry,2018-09-27 00:00:00,0.0,AB41,E,23106013.0
4029,,,,,,
4029,NoteWorkshop,2018-09-27 10:52:28,0.0,AB41,E,23145161.0
4029,,,,,,
4030,,,,,,
4030,NoteHotline,2018-09-07 16:10:53,0.0,AB41,E,21436266.0
4030,,,,,,
4030,StockEntry,2018-09-27 00:00:00,0.0,AB41,E,23106013.0
4030,,,,,,
4030,NoteWorkshop,2018-09-27 16:43:07,0.0,AB41,E,23166200.0
4030,,,,,,
4031,,,,,,
4031,NoteHotline,2018-09-07 16:18:38,0.0,AB35,E,21436731.0
4031,,,,,,
4031,StockEntry,2018-09-20 00:00:00,0.0,AB35,E,22501213.0
4031,,,,,,
4031,NoteWorkshop,2018-09-20 15:22:00,0.0,AB35,E,22556533.0
4031,,,,,,
4032,,,,,,
4032,DeviceReceived,2018-10-17 09:23:03,0.0,AB52,L,24867796.0
4032,,,,,,
4032,Transmission,2018-10-22 08:43:50,0.0,AB52,L,25297443.0
4032,,,,,,
4032,NoteHotline,2018-10-23 08:02:42,0.0,AB52,L,25381375.0
4032,,,,,,
4032,NoteWorkshop,2018-10-31 13:13:41,0.0,AB52,L,26091234.0
4032,,,,,,
4033,,,,,,
4033,Creation,2018-09-07 09:03:38,1.0,AB15,L,21410631.0
4033,,,,,,
4033,InDelivery,2018-09-14 00:00:00,1.0,AB15,L,21982813.0
4033,,,,,,
4034,,,,,,
4034,Letter,2018-09-14 00:00:00,0.0,AB62,E,21982813.0
4034,,,,,,
4034,NoteHotline,2018-09-27 09:55:33,0.0,AB62,E,23141746.0
4034,,,,,,
4034,StockEntry,2018-10-26 00:00:00,0.0,AB62,E,25611613.0
4034,,,,,,
4034,Completed,2018-10-26 10:12:54,0.0,AB62,E,25648387.0
4035,,,,,,
4035,DeviceReceived,2018-09-15 10:18:07,0.0,AB32,L,22106300.0
4035,,,,,,
4035,Transmission,2018-09-18 10:45:33,0.0,AB32,L,22367146.0
4035,,,,,,
4035,NoteHotline,2018-09-18 13:51:17,0.0,AB32,L,22378290.0
4035,,,,,,
4035,Completed,2018-09-27 11:08:37,0.0,AB32,L,23146130.0
4036,,,,,,
4036,Letter,2018-09-12 00:00:00,1.0,AB9,G,21810013.0
4036,,,,,,
4036,DeviceReceived,2018-09-12 10:59:53,1.0,AB9,G,21849606.0
4036,,,,,,
4036,Completed,2018-09-12 12:02:39,1.0,AB9,G,21853372.0
4037,,,,,,
4037,DeviceReceived,2018-01-26 12:28:02,0.0,AB62,L,2069295.0
4037,,,,,,
4037,InDelivery,2018-02-07 00:00:00,0.0,AB62,L,3061213.0
4037,,,,,,
4038,,,,,,
4038,DeviceReceived,2018-09-14 13:22:20,0.0,AB20,J,22030953.0
4038,,,,,,
4038,Transmission,2018-09-28 15:07:51,0.0,AB20,J,23246884.0
4038,,,,,,
4038,Approved,2018-10-02 09:03:17,0.0,AB20,J,23570610.0
4038,,,,,,
4038,NoteWorkshop,2018-10-02 11:56:47,0.0,AB20,J,23581020.0
4038,,,,,,
4039,,,,,,
4039,DeviceReceived,2018-09-15 10:44:09,0.0,AB20,J,22107862.0
4039,,,,,,
4039,NoteWorkshop,2018-09-28 14:44:28,0.0,AB20,J,23245481.0
4039,,,,,,
4039,Completed,2018-09-28 17:36:28,0.0,AB20,J,23255801.0
4040,,,,,,
4040,NoteHotline,2018-09-10 09:19:28,0.0,AB52,E,21670781.0
4040,,,,,,
4040,DeviceReceived,2018-09-12 13:44:49,0.0,AB52,E,21859502.0
4040,,,,,,
4040,StockEntry,2018-10-25 00:00:00,0.0,AB52,E,25525213.0
4040,,,,,,
4040,Completed,2018-10-25 11:37:34,0.0,AB52,E,25567067.0
4041,,,,,,
4041,NoteHotline,2018-09-10 09:56:57,0.0,AB62,E,21673030.0
4041,,,,,,
4041,Letter,2018-10-22 00:00:00,0.0,AB62,E,25266013.0
4041,,,,,,
4041,Completed,2018-10-25 11:42:56,0.0,AB62,E,25567389.0
4041,,,,,,
4042,,,,,,
4042,DeviceReceived,2018-09-15 10:19:01,1.0,AB52,L,22106354.0
4042,,,,,,
4042,InDelivery,2018-09-19 00:00:00,1.0,AB52,L,22414813.0
4042,,,,,,
4043,,,,,,
4043,Letter,2018-09-13 00:00:00,1.0,AB8,E,21896413.0
4043,,,,,,
4043,StockEntry,2018-09-14 00:00:00,1.0,AB8,E,21982813.0
4043,,,,,,
4043,Completed,2018-09-14 09:43:34,1.0,AB8,E,22017827.0
4044,,,,,,
4044,DeviceReceived,2018-09-13 10:45:07,0.0,AB40,J,21935120.0
4044,,,,,,
4044,Transmission,2018-09-27 10:46:51,0.0,AB40,J,23144824.0
4044,,,,,,
4044,Approved,2018-10-02 11:52:41,0.0,AB40,J,23580774.0
4044,,,,,,
4044,Completed,2018-10-02 14:20:20,0.0,AB40,J,23589633.0
4045,,,,,,
4045,DeviceReceived,2018-09-15 10:19:16,0.0,AB52,L,22106369.0
4045,,,,,,
4045,Transmission,2018-09-19 08:15:48,0.0,AB52,L,22444561.0
4045,,,,,,
4045,NoteHotline,2018-09-19 09:26:39,0.0,AB52,L,22448812.0
4045,,,,,,
4045,Completed,2018-09-21 07:10:07,0.0,AB52,L,22613420.0
4046,,,,,,
4046,Letter,2018-09-17 00:00:00,1.0,AB52,L,22242013.0
4046,,,,,,
4046,Transmission,2018-09-18 15:15:51,1.0,AB52,L,22383364.0
4046,,,,,,
4046,NoteHotline,2018-09-18 16:25:46,1.0,AB52,L,22387559.0
4046,,,,,,
4046,Completed,2018-09-19 06:34:49,1.0,AB52,L,22438502.0
4047,,,,,,
4047,Letter,2018-09-12 00:00:00,1.0,AB34,G,21810013.0
4047,,,,,,
4047,NoteWorkshop,2018-09-12 10:49:12,1.0,AB34,G,21848965.0
4047,,,,,,
4047,Approved,2018-09-12 16:12:47,1.0,AB34,G,21868380.0
4047,,,,,,
4047,InDelivery,2018-09-13 00:00:00,1.0,AB34,G,21896413.0
4047,,,,,,
4048,,,,,,
4048,Letter,2018-09-13 00:00:00,1.0,AB36,G,21896413.0
4048,,,,,,
4048,NoteWorkshop,2018-09-13 11:16:33,1.0,AB36,G,21937006.0
4048,,,,,,
4048,Completed,2018-09-14 13:01:27,1.0,AB36,G,22029700.0
4049,,,,,,
4049,DeviceReceived,2018-09-18 06:10:52,1.0,AB63,L,22350665.0
4049,,,,,,
4049,InDelivery,2018-09-19 00:00:00,1.0,AB63,L,22414813.0
4049,,,,,,
4050,,,,,,
4050,Letter,2018-09-11 00:00:00,1.0,AB20,G,21723613.0
4050,,,,,,
4050,DeviceReceived,2018-09-11 12:40:21,1.0,AB20,G,21769234.0
4050,,,,,,
4050,Completed,2018-09-11 14:40:08,1.0,AB20,G,21776421.0
4051,,,,,,
4051,NoteHotline,2018-10-15 11:30:46,0.0,AB62,L,24702659.0
4051,,,,,,
4051,InDelivery,2018-11-07 00:00:00,0.0,AB62,L,26648413.0
4051,,,,,,
4051,Completed,2018-11-07 10:30:48,0.0,AB62,L,26686261.0
4052,,,,,,
4052,Letter,2018-09-13 00:00:00,0.0,AB45,E,21896413.0
4052,,,,,,
4052,Transmission,2018-09-14 14:35:41,0.0,AB45,E,22035354.0
4052,,,,,,
4052,InDelivery,2018-09-20 00:00:00,0.0,AB45,E,22501213.0
4052,,,,,,
4052,NoteHotline,2018-09-20 10:09:10,0.0,AB45,E,22537763.0
4052,,,,,,
4052,Completed,2018-09-20 12:15:33,0.0,AB45,E,22545346.0
4053,,,,,,
4053,DeviceReceived,2018-11-06 13:15:09,0.0,AB49,L,26609722.0
4053,,,,,,
4053,Transmission,2018-11-12 08:48:10,0.0,AB49,L,27112103.0
4053,,,,,,
4053,NoteHotline,2018-11-12 15:54:22,0.0,AB49,L,27137675.0
4053,,,,,,
4053,NoteWorkshop,2018-11-15 11:22:44,0.0,AB49,L,27380577.0
4053,,,,,,
4054,,,,,,
4054,DeviceReceived,2018-01-31 12:35:44,0.0,AB52,L,2501757.0
4054,,,,,,
4054,NoteHotline,2018-02-05 11:12:44,0.0,AB52,L,2928777.0
4054,,,,,,
4054,InDelivery,2018-02-12 00:00:00,0.0,AB52,L,3493213.0
4054,,,,,,
4055,,,,,,
4055,DeviceReceived,2018-10-12 11:52:17,0.0,AB61,L,24444750.0
4055,,,,,,
4055,Transmission,2018-10-16 12:00:08,0.0,AB61,L,24790821.0
4055,,,,,,
4055,NoteHotline,2018-10-17 09:46:53,0.0,AB61,L,24869226.0
4055,,,,,,
4055,NoteWorkshop,2018-10-30 13:08:44,0.0,AB61,L,26004537.0
4055,,,,,,
4055,StatusRequest,2018-10-31 09:35:40,0.0,AB61,L,26078153.0
4056,,,,,,
4056,Letter,2018-09-14 00:00:00,1.0,AB49,L,21982813.0
4056,,,,,,
4056,Transmission,2018-09-17 12:07:58,1.0,AB49,L,22285691.0
4056,,,,,,
4056,Approved,2018-09-18 15:34:37,1.0,AB49,L,22384490.0
4056,,,,,,
4056,Completed,2018-09-19 06:26:44,1.0,AB49,L,22438017.0
4057,,,,,,
4057,DeviceReceived,2018-09-15 10:20:10,0.0,AB33,L,22106423.0
4057,,,,,,
4057,Transmission,2018-09-18 08:09:00,0.0,AB33,L,22357753.0
4057,,,,,,
4057,NoteHotline,2018-09-19 08:28:18,0.0,AB33,L,22445311.0
4057,,,,,,
4057,InDelivery,2018-09-27 00:00:00,0.0,AB33,L,23106013.0
4058,,,,,,
4058,Letter,2018-09-14 00:00:00,1.0,AB41,G,21982813.0
4058,,,,,,
4058,NoteWorkshop,2018-09-14 12:47:20,1.0,AB41,G,22028853.0
4058,,,,,,
4058,Completed,2018-09-17 11:37:18,1.0,AB41,G,22283851.0
4059,,,,,,
4059,DeviceReceived,2018-09-14 10:46:05,0.0,AB59,L,22021578.0
4059,,,,,,
4059,NoteHotline,2018-09-19 09:17:31,0.0,AB59,L,22448264.0
4059,,,,,,
4059,InDelivery,2018-09-21 00:00:00,0.0,AB59,L,22587613.0
4059,,,,,,
4060,,,,,,
4060,Letter,2018-09-26 00:00:00,1.0,AB52,L,23019613.0
4060,,,,,,
4060,Transmission,2018-09-27 13:21:14,1.0,AB52,L,23154087.0
4060,,,,,,
4060,Approved,2018-09-28 08:31:49,1.0,AB52,L,23223122.0
4060,,,,,,
4060,Completed,2018-09-28 11:20:43,1.0,AB52,L,23233256.0
4061,,,,,,
4061,NoteHotline,2018-09-10 14:37:34,1.0,AB45,E,21689867.0
4061,,,,,,
4061,StockEntry,2018-09-14 00:00:00,1.0,AB45,E,21982813.0
4061,,,,,,
4061,NoteWorkshop,2018-09-14 08:49:43,1.0,AB45,E,22014596.0
4061,,,,,,
4062,,,,,,
4062,NoteHotline,2018-09-10 14:44:07,0.0,AB38,J,21690260.0
4062,,,,,,
4062,InDelivery,2018-09-21 00:00:00,0.0,AB38,J,22587613.0
4062,,,,,,
4062,Completed,2018-09-21 15:54:37,0.0,AB38,J,22644890.0
4063,,,,,,
4063,DeviceReceived,2018-09-13 09:01:29,1.0,AB49,L,21928902.0
4063,,,,,,
4063,InDelivery,2018-09-18 00:00:00,1.0,AB49,L,22328413.0
4063,,,,,,
4063,Approved,2018-09-18 12:44:58,1.0,AB49,L,22374311.0
4063,,,,,,
4063,Completed,2018-09-18 13:25:39,1.0,AB49,L,22376752.0
4064,,,,,,
4064,Creation,2018-09-10 15:44:49,0.0,AB61,L,21693902.0
4064,,,,,,
4064,DeviceReceived,2018-09-15 10:20:57,0.0,AB61,L,22106470.0
4064,,,,,,
4064,NoteWorkshop,2018-10-27 07:15:00,0.0,AB61,L,25724113.0
4064,,,,,,
4065,,,,,,
4065,Letter,2018-01-29 00:00:00,0.0,AB52,E,2283613.0
4065,,,,,,
4065,NoteWorkshop,2018-01-29 15:01:27,0.0,AB52,E,2337700.0
4065,,,,,,
4065,StockEntry,2018-02-09 00:00:00,0.0,AB52,E,3234013.0
4065,,,,,,
4065,Approved,2018-02-09 08:21:09,0.0,AB52,E,3264082.0
4065,,,,,,
4065,Completed,2018-02-09 10:17:06,0.0,AB52,E,3271039.0
4066,,,,,,
4066,NoteHotline,2018-09-10 15:50:06,1.0,AB26,E,21694219.0
4066,,,,,,
4066,DeviceReceived,2018-09-14 11:11:52,1.0,AB26,E,22023125.0
4066,,,,,,
4066,InDelivery,2018-09-17 00:00:00,1.0,AB26,E,22242013.0
4066,,,,,,
4067,,,,,,
4067,DeviceReceived,2018-09-17 11:27:14,0.0,AB8,E,22283247.0
4067,,,,,,
4067,InDelivery,2018-09-27 00:00:00,0.0,AB8,E,23106013.0
4067,,,,,,
4067,Completed,2018-09-27 14:55:12,0.0,AB8,E,23159725.0
4068,,,,,,
4068,DeviceReceived,2018-09-15 10:21:42,0.0,AB62,L,22106515.0
4068,,,,,,
4068,InDelivery,2018-10-27 00:00:00,0.0,AB62,L,25698013.0
4068,,,,,,
4069,,,,,,
4069,DeviceReceived,2018-09-15 10:22:03,1.0,AB60,L,22106536.0
4069,,,,,,
4069,Approved,2018-09-18 15:15:35,1.0,AB60,L,22383348.0
4069,,,,,,
4069,InDelivery,2018-09-19 00:00:00,1.0,AB60,L,22414813.0
4069,,,,,,
4070,,,,,,
4070,DeviceReceived,2018-09-18 09:10:47,0.0,AB39,L,22361460.0
4070,,,,,,
4070,Transmission,2018-09-19 09:20:04,0.0,AB39,L,22448417.0
4070,,,,,,
4070,NoteHotline,2018-09-21 14:23:48,0.0,AB39,L,22639441.0
4070,,,,,,
4070,Completed,2018-09-24 07:57:13,0.0,AB39,L,22875446.0
4071,,,,,,
4071,DeviceReceived,2018-09-14 12:45:35,0.0,AB40,J,22028748.0
4071,,,,,,
4071,StatusRequest,2018-09-27 13:20:52,0.0,AB40,J,23154065.0
4071,,,,,,
4071,InDelivery,2018-10-02 00:00:00,0.0,AB40,J,23538013.0
4071,,,,,,
4071,NoteHotline,2018-10-02 08:45:01,0.0,AB40,J,23569514.0
4071,,,,,,
4072,,,,,,
4072,Letter,2018-09-21 00:00:00,0.0,AB14,L,22587613.0
4072,,,,,,
4072,NoteWorkshop,2018-09-21 11:21:45,0.0,AB14,L,22628518.0
4072,,,,,,
4072,InDelivery,2018-10-26 00:00:00,0.0,AB14,L,25611613.0
4072,,,,,,
4072,NoteHotline,2018-11-15 12:51:39,0.0,AB14,L,27385912.0
4073,,,,,,
4073,StockEntry,2018-09-10 00:00:00,1.0,AB61,,21637213.0
4073,,,,,,
4073,Creation,2018-09-10 11:21:10,1.0,AB61,,21678083.0
4073,,,,,,
4073,NoteWorkshop,2018-09-10 14:13:43,1.0,AB61,,21688436.0
4073,,,,,,
4074,,,,,,
4074,Creation,2018-09-10 11:33:26,1.0,AB8,,21678819.0
4074,,,,,,
4074,InDelivery,2018-09-12 00:00:00,1.0,AB8,,21810013.0
4074,,,,,,
4075,,,,,,
4075,Creation,2018-09-10 12:30:30,1.0,AB10,,21682243.0
4075,,,,,,
4075,InDelivery,2018-09-11 00:00:00,1.0,AB10,,21723613.0
4075,,,,,,
4075,Completed,2018-09-11 08:55:05,1.0,AB10,,21755718.0
4076,,,,,,
4076,StockEntry,2018-09-10 00:00:00,1.0,AB34,,21637213.0
4076,,,,,,
4076,Creation,2018-09-10 09:33:23,1.0,AB34,,21671616.0
4076,,,,,,
4076,Approved,2018-09-10 09:44:48,1.0,AB34,,21672301.0
4076,,,,,,
4076,NoteHotline,2018-09-10 13:03:44,1.0,AB34,,21684237.0
4076,,,,,,
4077,,,,,,
4077,StockEntry,2018-09-10 00:00:00,1.0,AB52,,21637213.0
4077,,,,,,
4077,Creation,2018-09-10 11:00:31,1.0,AB52,,21676844.0
4077,,,,,,
4077,NoteWorkshop,2018-09-10 11:04:36,1.0,AB52,,21677089.0
4077,,,,,,
4078,,,,,,
4078,Creation,2018-09-10 11:07:10,1.0,AB62,,21677243.0
4078,,,,,,
4078,StockEntry,2018-09-11 00:00:00,1.0,AB62,,21723613.0
4078,,,,,,
4078,NoteWorkshop,2018-09-11 14:05:46,1.0,AB62,,21774359.0
4078,,,,,,
4079,,,,,,
4079,NoteHotline,2018-09-10 08:09:07,0.0,AB9,J,21666560.0
4079,,,,,,
4079,NoteWorkshop,2018-09-19 11:41:01,0.0,AB9,J,22456874.0
4079,,,,,,
4079,Completed,2018-09-21 10:20:09,0.0,AB9,J,22624822.0
4080,,,,,,
4080,NoteHotline,2018-09-10 08:37:08,0.0,AB62,L,21668241.0
4080,,,,,,
4080,InDelivery,2018-10-30 00:00:00,0.0,AB62,L,25957213.0
4080,,,,,,
4080,Completed,2018-10-30 06:40:37,0.0,AB62,L,25981250.0
4081,,,,,,
4081,NoteHotline,2018-09-10 08:46:14,1.0,AB62,E,21668787.0
4081,,,,,,
4081,DeviceReceived,2018-09-14 11:51:27,1.0,AB62,E,22025500.0
4081,,,,,,
4081,NoteWorkshop,2018-09-19 10:59:10,1.0,AB62,E,22454363.0
4082,,,,,,
4082,DeviceReceived,2018-01-05 13:33:29,0.0,AB61,L,258822.0
4082,,,,,,
4082,Approved,2018-01-15 15:17:15,0.0,AB61,L,1129048.0
4082,,,,,,
4082,InDelivery,2018-01-16 00:00:00,0.0,AB61,L,1160413.0
4082,,,,,,
4083,,,,,,
4083,DeviceReceived,2018-01-29 11:22:06,0.0,AB49,L,2324539.0
4083,,,,,,
4083,Transmission,2018-02-09 10:26:48,0.0,AB49,L,3271621.0
4083,,,,,,
4083,Approved,2018-02-09 11:18:14,0.0,AB49,L,3274707.0
4083,,,,,,
4084,,,,,,
4084,DeviceReceived,2018-09-13 08:53:42,1.0,AB62,L,21928435.0
4084,,,,,,
4084,Transmission,2018-09-17 08:17:12,1.0,AB62,L,22271845.0
4084,,,,,,
4084,NoteHotline,2018-09-17 11:00:50,1.0,AB62,L,22281663.0
4084,,,,,,
4085,,,,,,
4085,NoteHotline,2018-09-10 09:40:48,1.0,AB43,E,21672061.0
4085,,,,,,
4085,DeviceReceived,2018-09-19 14:41:09,1.0,AB43,E,22467682.0
4085,,,,,,
4085,NoteWorkshop,2018-09-20 12:34:03,1.0,AB43,E,22546456.0
4085,,,,,,
4086,,,,,,
4086,DeviceReceived,2018-09-12 14:05:21,0.0,AB20,J,21860734.0
4086,,,,,,
4086,Transmission,2018-09-21 13:46:49,0.0,AB20,J,22637222.0
4086,,,,,,
4086,Approved,2018-09-26 08:27:37,0.0,AB20,J,23050070.0
4086,,,,,,
4086,Completed,2018-09-26 14:58:10,0.0,AB20,J,23073503.0
4087,,,,,,
4087,NoteHotline,2018-09-10 10:30:56,1.0,AB47,E,21675069.0
4087,,,,,,
4087,StockEntry,2018-09-21 00:00:00,1.0,AB47,E,22587613.0
4087,,,,,,
4087,Completed,2018-09-21 10:36:55,1.0,AB47,E,22625828.0
4088,,,,,,
4088,DeviceReceived,2018-09-12 08:41:51,0.0,AB49,L,21841324.0
4088,,,,,,
4088,NoteWorkshop,2018-09-13 10:19:14,0.0,AB49,L,21933567.0
4088,,,,,,
4088,Completed,2018-10-26 07:40:07,0.0,AB49,L,25639220.0
4089,,,,,,
4089,DeviceReceived,2018-09-19 11:54:25,0.0,AB44,J,22457678.0
4089,,,,,,
4089,Transmission,2018-10-01 13:09:51,0.0,AB44,J,23499004.0
4089,,,,,,
4089,Approved,2018-11-16 09:34:33,0.0,AB44,J,27460486.0
4089,,,,,,
4089,Completed,2018-11-16 14:54:00,0.0,AB44,J,27479653.0
4090,,,,,,
4090,DeviceReceived,2018-09-11 14:25:46,0.0,AB34,J,21775559.0
4090,,,,,,
4090,Transmission,2018-09-21 13:27:25,0.0,AB34,J,22636058.0
4090,,,,,,
4090,NoteHotline,2018-09-21 14:02:03,0.0,AB34,J,22638136.0
4090,,,,,,
4090,Completed,2018-09-24 12:11:29,0.0,AB34,J,22890702.0
4091,,,,,,
4091,DeviceReceived,2018-09-13 10:34:41,1.0,AB34,L,21934494.0
4091,,,,,,
4091,Transmission,2018-09-14 11:52:07,1.0,AB34,L,22025540.0
4091,,,,,,
4091,Approved,2018-09-17 08:44:35,1.0,AB34,L,22273488.0
4091,,,,,,
4091,Completed,2018-09-17 14:21:46,1.0,AB34,L,22293719.0
4092,,,,,,
4092,DeviceReceived,2018-09-18 10:28:38,1.0,AB19,L,22366131.0
4092,,,,,,
4092,NoteHotline,2018-09-19 15:30:52,1.0,AB19,L,22470665.0
4092,,,,,,
4092,Letter,2018-09-20 00:00:00,1.0,AB19,L,22501213.0
4092,,,,,,
4092,Completed,2018-09-20 10:45:09,1.0,AB19,L,22539922.0
4093,,,,,,
4093,NoteHotline,2018-01-23 09:32:09,0.0,AB60,E,1799542.0
4093,,,,,,
4093,DeviceReceived,2018-01-29 13:52:30,0.0,AB60,E,2333563.0
4093,,,,,,
4093,StatusRequest,2018-02-05 09:43:45,0.0,AB60,E,2923438.0
4093,,,,,,
4093,Completed,2018-02-05 11:14:43,0.0,AB60,E,2928896.0
4094,,,,,,
4094,DeviceReceived,2018-09-13 10:33:34,1.0,AB52,L,21934427.0
4094,,,,,,
4094,InDelivery,2018-09-18 00:00:00,1.0,AB52,L,22328413.0
4094,,,,,,
4094,NoteHotline,2018-09-18 11:14:17,1.0,AB52,L,22368870.0
4094,,,,,,
4095,,,,,,
4095,DeviceReceived,2018-09-22 09:11:02,0.0,AB62,L,22707075.0
4095,,,,,,
4095,InDelivery,2018-10-30 00:00:00,0.0,AB62,L,25957213.0
4095,,,,,,
4095,Completed,2018-10-30 06:36:32,0.0,AB62,L,25981005.0
4096,,,,,,
4096,DeviceReceived,2018-09-14 10:45:54,0.0,AB49,L,22021567.0
4096,,,,,,
4096,InDelivery,2018-10-26 00:00:00,0.0,AB49,L,25611613.0
4096,,,,,,
4096,Completed,2018-10-26 10:44:01,0.0,AB49,L,25650254.0
4097,,,,,,
4097,Letter,2018-09-17 00:00:00,0.0,AB61,E,22242013.0
4097,,,,,,
4097,NoteWorkshop,2018-10-23 08:48:31,0.0,AB61,E,25384124.0
4097,,,,,,
4097,InDelivery,2018-10-26 00:00:00,0.0,AB61,E,25611613.0
4097,,,,,,
4098,,,,,,
4098,Letter,2018-09-17 00:00:00,0.0,AB52,E,22242013.0
4098,,,,,,
